material,cantidad,precio_unitario,unidad,proveedor,fecha_pedido,_ingested_at,_source,costo_total,_processed_at
Emulsión,3162.23,465.55,und,FIRTH,2024-07-16,20260405_174124,erp_odoo,1472176.18,20260405_175213
Arena Gruesa,2124.23,48.45,ton,CONCREMAX,2024-08-15,20260405_174124,erp_odoo,102918.94,20260405_175213
Acero Corrugado,3702.14,388.77,ton,UNACEM,2024-09-29,20260405_174124,erp_odoo,1439280.97,20260405_175213
Acero Corrugado,936.35,726.55,m3,YURA,2024-03-21,20260405_174124,erp_odoo,680305.09,20260405_175213
Tubería HDPE,2822.3,134.55,m3,EXSA,2024-10-27,20260405_174124,erp_odoo,379740.47,20260405_175213
Acero Corrugado,1630.26,281.88,ton,YURA,2024-03-28,20260405_174124,erp_odoo,459537.69,20260405_175213
Emulsión,3259.3,261.48,ml,FIRTH,2024-12-17,20260405_174124,erp_odoo,852241.76,20260405_175213
Acero Corrugado,4352.82,140.79,ml,FIRTH,2024-03-04,20260405_174124,erp_odoo,612833.53,20260405_175213
Geomalla,1634.78,7.45,ton,YURA,2024-09-27,20260405_174124,erp_odoo,12179.11,20260405_175213
Arena Gruesa,1812.06,492.04,ml,EXSA,2024-10-24,20260405_174124,erp_odoo,891606.0,20260405_175213
Cemento,3591.73,411.98,ml,CEMENTO SUR,2024-06-15,20260405_174124,erp_odoo,1479720.93,20260405_175213
Tubería HDPE,2957.08,245.25,und,CEMENTO SUR,2024-09-21,20260405_174124,erp_odoo,725223.87,20260405_175213
Tubería HDPE,3746.71,419.5,und,YURA,2024-11-12,20260405_174124,erp_odoo,1571744.84,20260405_175213
Arena Gruesa,3129.48,417.09,m3,CEMENTO SUR,2024-03-03,20260405_174124,erp_odoo,1305274.81,20260405_175213
Piedra 3/4,280.02,652.99,m3,FIRTH,2024-09-19,20260405_174124,erp_odoo,182850.26,20260405_175213
Arena Gruesa,3743.01,499.06,und,CEMENTO SUR,2024-08-04,20260405_174124,erp_odoo,1867986.57,20260405_175213
Piedra 3/4,2045.26,308.4,m2,EXSA,2024-03-13,20260405_174124,erp_odoo,630758.18,20260405_175213
Tubería HDPE,4710.84,130.86,m3,UNACEM,2024-07-02,20260405_174124,erp_odoo,616460.52,20260405_175213
Tubería HDPE,3528.68,222.74,und,CEMENTO SUR,2024-06-11,20260405_174124,erp_odoo,785978.18,20260405_175213
Cemento,3325.99,510.61,ml,FIRTH,2024-04-26,20260405_174124,erp_odoo,1698283.75,20260405_175213
Cemento,4558.45,244.96,m3,YURA,2024-08-03,20260405_174124,erp_odoo,1116637.91,20260405_175213
Geomalla,3171.7,119.34,und,CEMENTO SUR,2024-09-13,20260405_174124,erp_odoo,378510.68,20260405_175213
Acero Corrugado,466.64,692.12,m2,CONCREMAX,2024-02-14,20260405_174124,erp_odoo,322970.88,20260405_175213
Emulsión,2022.14,204.06,und,UNACEM,2024-11-27,20260405_174124,erp_odoo,412637.89,20260405_175213
Tubería HDPE,2727.92,453.38,und,EXSA,2024-11-19,20260405_174124,erp_odoo,1236784.37,20260405_175213
Acero Corrugado,157.86,630.14,und,UNACEM,2024-10-10,20260405_174124,erp_odoo,99473.9,20260405_175213
Acero Corrugado,1412.22,724.96,und,UNACEM,2024-09-04,20260405_174124,erp_odoo,1023803.01,20260405_175213
Cemento,2946.11,407.84,und,EXSA,2024-09-07,20260405_174124,erp_odoo,1201541.5,20260405_175213
Tubería HDPE,4893.31,360.0,und,FIRTH,2024-06-10,20260405_174124,erp_odoo,1761591.6,20260405_175213
Cemento,4826.69,785.42,m2,CEMENTO SUR,2024-03-11,20260405_174124,erp_odoo,3790978.86,20260405_175213
Piedra 3/4,1084.68,727.56,und,UNACEM,2024-07-19,20260405_174124,erp_odoo,789169.78,20260405_175213
Cemento,1023.39,571.2,und,CONCREMAX,2024-07-23,20260405_174124,erp_odoo,584560.37,20260405_175213
Asfalto RC-250,2776.69,89.29,und,FIRTH,2024-07-23,20260405_174124,erp_odoo,247930.65,20260405_175213
Piedra 3/4,1980.47,626.01,und,FIRTH,2024-09-19,20260405_174124,erp_odoo,1239794.02,20260405_175213
Arena Gruesa,2931.21,551.36,m3,FIRTH,2024-02-20,20260405_174124,erp_odoo,1616151.95,20260405_175213
Emulsión,84.01,725.67,ton,EXSA,2024-06-27,20260405_174124,erp_odoo,60963.54,20260405_175213
Geomalla,113.01,735.71,und,FIRTH,2024-09-20,20260405_174124,erp_odoo,83142.59,20260405_175213
Asfalto RC-250,4570.22,526.96,ton,CONCREMAX,2024-01-09,20260405_174124,erp_odoo,2408323.13,20260405_175213
Emulsión,816.34,608.16,und,YURA,2024-01-08,20260405_174124,erp_odoo,496465.33,20260405_175213
Asfalto RC-250,2437.82,148.31,ton,CONCREMAX,2024-01-28,20260405_174124,erp_odoo,361553.08,20260405_175213
Arena Gruesa,1087.11,488.93,und,YURA,2024-06-07,20260405_174124,erp_odoo,531520.69,20260405_175213
Geomalla,4947.5,157.5,m2,CEMENTO SUR,2024-04-22,20260405_174124,erp_odoo,779231.25,20260405_175213
Geomalla,806.13,325.69,m2,UNACEM,2024-05-18,20260405_174124,erp_odoo,262548.48,20260405_175213
Emulsión,267.66,373.4,ton,FIRTH,2024-06-21,20260405_174124,erp_odoo,99944.24,20260405_175213
Emulsión,883.67,728.24,ml,YURA,2024-04-09,20260405_174124,erp_odoo,643523.84,20260405_175213
Tubería HDPE,1086.23,266.2,m2,UNACEM,2024-08-21,20260405_174124,erp_odoo,289154.43,20260405_175213
Tubería HDPE,3350.78,478.96,ml,YURA,2024-09-01,20260405_174124,erp_odoo,1604889.59,20260405_175213
Arena Gruesa,1078.33,210.3,ton,EXSA,2024-06-04,20260405_174124,erp_odoo,226772.8,20260405_175213
Arena Gruesa,1384.77,150.03,m3,FIRTH,2024-11-21,20260405_174124,erp_odoo,207757.04,20260405_175213
Tubería HDPE,2545.26,421.08,und,CONCREMAX,2024-01-09,20260405_174124,erp_odoo,1071758.08,20260405_175213
Cemento,2143.04,454.43,m2,CONCREMAX,2024-06-16,20260405_174124,erp_odoo,973861.67,20260405_175213
Tubería HDPE,3447.47,25.46,ton,CONCREMAX,2024-11-13,20260405_174124,erp_odoo,87772.59,20260405_175213
Piedra 3/4,1669.25,91.86,ton,YURA,2024-04-19,20260405_174124,erp_odoo,153337.3,20260405_175213
Arena Gruesa,1984.39,100.71,und,YURA,2024-12-21,20260405_174124,erp_odoo,199847.92,20260405_175213
Asfalto RC-250,2843.86,704.53,und,YURA,2024-06-22,20260405_174124,erp_odoo,2003584.69,20260405_175213
Cemento,1732.97,629.01,ml,CEMENTO SUR,2024-02-05,20260405_174124,erp_odoo,1090055.46,20260405_175213
Acero Corrugado,2782.38,42.24,ml,EXSA,2024-11-07,20260405_174124,erp_odoo,117527.73,20260405_175213
Emulsión,3091.27,746.94,und,FIRTH,2024-02-23,20260405_174124,erp_odoo,2308993.21,20260405_175213
Arena Gruesa,1508.8,722.4,ton,CEMENTO SUR,2024-01-19,20260405_174124,erp_odoo,1089957.12,20260405_175213
Cemento,3221.81,333.67,m2,YURA,2024-09-19,20260405_174124,erp_odoo,1075021.34,20260405_175213
Emulsión,1537.28,106.16,ml,CONCREMAX,2024-02-10,20260405_174124,erp_odoo,163197.64,20260405_175213
Geomalla,3448.93,760.49,ton,UNACEM,2024-01-08,20260405_174124,erp_odoo,2622876.78,20260405_175213
Tubería HDPE,840.5,194.34,und,FIRTH,2024-05-30,20260405_174124,erp_odoo,163342.77,20260405_175213
Cemento,2436.35,634.14,ml,YURA,2024-12-23,20260405_174124,erp_odoo,1544986.99,20260405_175213
Piedra 3/4,4512.08,787.48,m3,FIRTH,2024-01-02,20260405_174124,erp_odoo,3553172.76,20260405_175213
Tubería HDPE,4580.54,193.86,ton,YURA,2024-01-23,20260405_174124,erp_odoo,887983.48,20260405_175213
Cemento,4800.6,733.4,m2,CEMENTO SUR,2024-07-12,20260405_174124,erp_odoo,3520760.04,20260405_175213
Arena Gruesa,4102.94,88.38,m3,YURA,2024-11-17,20260405_174124,erp_odoo,362617.84,20260405_175213
Acero Corrugado,3850.02,794.47,m2,YURA,2024-08-24,20260405_174124,erp_odoo,3058725.39,20260405_175213
Asfalto RC-250,4594.42,173.05,und,EXSA,2024-02-16,20260405_174124,erp_odoo,795064.38,20260405_175213
Cemento,3652.25,147.46,ml,UNACEM,2024-02-09,20260405_174124,erp_odoo,538560.78,20260405_175213
Acero Corrugado,530.58,660.92,ml,YURA,2024-09-02,20260405_174124,erp_odoo,350670.93,20260405_175213
Acero Corrugado,651.58,719.89,und,FIRTH,2024-06-23,20260405_174124,erp_odoo,469065.93,20260405_175213
Cemento,3630.75,257.51,und,EXSA,2024-07-21,20260405_174124,erp_odoo,934954.43,20260405_175213
Tubería HDPE,884.27,381.98,und,EXSA,2024-06-16,20260405_174124,erp_odoo,337773.45,20260405_175213
Piedra 3/4,2895.72,497.47,ton,CEMENTO SUR,2024-02-02,20260405_174124,erp_odoo,1440533.83,20260405_175213
Emulsión,3886.33,94.53,und,CEMENTO SUR,2024-01-02,20260405_174124,erp_odoo,367374.77,20260405_175213
Tubería HDPE,1536.28,82.88,m3,YURA,2024-06-17,20260405_174124,erp_odoo,127326.89,20260405_175213
Geomalla,1169.31,181.19,ton,FIRTH,2024-10-12,20260405_174124,erp_odoo,211867.28,20260405_175213
Geomalla,4801.23,43.31,ton,YURA,2024-03-05,20260405_174124,erp_odoo,207941.27,20260405_175213
Cemento,2702.05,379.19,und,CONCREMAX,2024-06-25,20260405_174124,erp_odoo,1024590.34,20260405_175213
Emulsión,4664.49,133.84,und,CONCREMAX,2024-06-25,20260405_174124,erp_odoo,624295.34,20260405_175213
Asfalto RC-250,3128.32,177.91,m3,CONCREMAX,2024-12-21,20260405_174124,erp_odoo,556559.41,20260405_175213
Piedra 3/4,4234.81,529.19,m2,EXSA,2024-12-28,20260405_174124,erp_odoo,2241019.1,20260405_175213
Tubería HDPE,734.86,751.64,ton,UNACEM,2024-11-11,20260405_174124,erp_odoo,552350.17,20260405_175213
Piedra 3/4,1550.25,545.75,m2,YURA,2024-11-28,20260405_174124,erp_odoo,846048.94,20260405_175213
Tubería HDPE,134.09,498.26,ton,CONCREMAX,2024-10-28,20260405_174124,erp_odoo,66811.68,20260405_175213
Arena Gruesa,2521.45,307.56,und,YURA,2024-12-17,20260405_174124,erp_odoo,775497.16,20260405_175213
Tubería HDPE,4566.99,21.34,ton,CONCREMAX,2024-03-27,20260405_174124,erp_odoo,97459.57,20260405_175213
Arena Gruesa,417.78,311.99,ml,CEMENTO SUR,2024-09-15,20260405_174124,erp_odoo,130343.18,20260405_175213
Cemento,4292.16,376.46,ton,CEMENTO SUR,2024-05-08,20260405_174124,erp_odoo,1615826.55,20260405_175213
Asfalto RC-250,1675.44,303.95,und,EXSA,2024-06-20,20260405_174124,erp_odoo,509249.99,20260405_175213
Piedra 3/4,4698.77,355.62,und,YURA,2024-03-15,20260405_174124,erp_odoo,1670976.59,20260405_175213
Tubería HDPE,2442.57,240.34,und,EXSA,2024-04-19,20260405_174124,erp_odoo,587047.27,20260405_175213
Cemento,3353.56,738.47,m2,FIRTH,2024-03-14,20260405_174124,erp_odoo,2476503.45,20260405_175213
Tubería HDPE,3638.92,688.51,ton,CONCREMAX,2024-01-13,20260405_174124,erp_odoo,2505432.81,20260405_175213
Cemento,4987.99,759.38,m3,CONCREMAX,2024-05-12,20260405_174124,erp_odoo,3787779.85,20260405_175213
Acero Corrugado,91.11,309.29,und,UNACEM,2024-12-15,20260405_174124,erp_odoo,28179.41,20260405_175213
Tubería HDPE,4576.2,284.93,m3,EXSA,2024-09-21,20260405_174124,erp_odoo,1303896.67,20260405_175213
Cemento,1723.61,683.02,ml,CEMENTO SUR,2024-11-27,20260405_174124,erp_odoo,1177260.1,20260405_175213
Asfalto RC-250,3861.52,297.58,m2,YURA,2024-04-27,20260405_174124,erp_odoo,1149111.12,20260405_175213
Emulsión,3240.78,347.66,ml,EXSA,2024-04-11,20260405_174124,erp_odoo,1126689.57,20260405_175213
Geomalla,4213.54,114.96,und,FIRTH,2024-04-11,20260405_174124,erp_odoo,484388.56,20260405_175213
Asfalto RC-250,1453.76,728.43,m2,YURA,2024-09-01,20260405_174124,erp_odoo,1058962.4,20260405_175213
Cemento,1282.31,553.02,m3,YURA,2024-08-17,20260405_174124,erp_odoo,709143.08,20260405_175213
Asfalto RC-250,4492.37,142.62,m2,CONCREMAX,2024-10-23,20260405_174124,erp_odoo,640701.81,20260405_175213
Arena Gruesa,3368.07,208.93,und,CONCREMAX,2024-02-28,20260405_174124,erp_odoo,703690.87,20260405_175213
Tubería HDPE,1151.94,189.77,ml,CEMENTO SUR,2024-09-08,20260405_174124,erp_odoo,218603.65,20260405_175213
Piedra 3/4,3820.08,250.6,und,FIRTH,2024-11-02,20260405_174124,erp_odoo,957312.05,20260405_175213
Asfalto RC-250,825.37,393.6,ml,YURA,2024-06-11,20260405_174124,erp_odoo,324865.63,20260405_175213
Piedra 3/4,4928.92,716.77,und,FIRTH,2024-05-01,20260405_174124,erp_odoo,3532901.99,20260405_175213
Tubería HDPE,127.17,17.17,m2,CONCREMAX,2024-03-20,20260405_174124,erp_odoo,2183.51,20260405_175213
Asfalto RC-250,4100.15,738.53,und,UNACEM,2024-12-06,20260405_174124,erp_odoo,3028083.78,20260405_175213
Tubería HDPE,200.52,270.7,m3,CEMENTO SUR,2024-10-31,20260405_174124,erp_odoo,54280.76,20260405_175213
Arena Gruesa,2989.46,390.65,m3,YURA,2024-06-04,20260405_174124,erp_odoo,1167832.55,20260405_175213
Tubería HDPE,666.37,656.52,und,EXSA,2024-07-31,20260405_174124,erp_odoo,437485.23,20260405_175213
Piedra 3/4,2917.64,235.77,ton,EXSA,2024-10-20,20260405_174124,erp_odoo,687891.98,20260405_175213
Cemento,2780.46,576.26,und,UNACEM,2024-11-21,20260405_174124,erp_odoo,1602267.88,20260405_175213
Cemento,4720.05,133.18,m3,FIRTH,2024-03-22,20260405_174124,erp_odoo,628616.26,20260405_175213
Asfalto RC-250,2621.82,446.16,ton,YURA,2024-04-22,20260405_174124,erp_odoo,1169751.21,20260405_175213
Piedra 3/4,1391.06,714.15,und,CONCREMAX,2024-07-31,20260405_174124,erp_odoo,993425.5,20260405_175213
Cemento,387.15,154.93,ton,CEMENTO SUR,2024-07-10,20260405_174124,erp_odoo,59981.15,20260405_175213
Acero Corrugado,2213.24,415.34,ml,FIRTH,2024-11-12,20260405_174124,erp_odoo,919247.1,20260405_175213
Tubería HDPE,3523.53,142.95,m3,FIRTH,2024-08-12,20260405_174124,erp_odoo,503688.61,20260405_175213
Acero Corrugado,4747.55,644.85,und,FIRTH,2024-07-30,20260405_174124,erp_odoo,3061457.62,20260405_175213
Piedra 3/4,1166.12,416.36,m2,YURA,2024-04-27,20260405_174124,erp_odoo,485525.72,20260405_175213
Emulsión,807.64,465.17,und,EXSA,2024-12-26,20260405_174124,erp_odoo,375689.9,20260405_175213
Piedra 3/4,2006.48,547.19,ton,EXSA,2024-08-23,20260405_174124,erp_odoo,1097925.79,20260405_175213
Cemento,1507.74,339.31,und,YURA,2024-06-09,20260405_174124,erp_odoo,511591.26,20260405_175213
Piedra 3/4,2216.0,465.34,und,FIRTH,2024-11-22,20260405_174124,erp_odoo,1031193.44,20260405_175213
Piedra 3/4,718.86,389.69,m2,UNACEM,2024-12-31,20260405_174124,erp_odoo,280132.55,20260405_175213
Cemento,3135.76,597.05,ml,UNACEM,2024-02-24,20260405_174124,erp_odoo,1872205.51,20260405_175213
Asfalto RC-250,1901.81,551.08,m2,FIRTH,2024-10-21,20260405_174124,erp_odoo,1048049.45,20260405_175213
Emulsión,2424.43,760.14,ton,CEMENTO SUR,2024-02-01,20260405_174124,erp_odoo,1842906.22,20260405_175213
Cemento,3307.64,217.36,m3,UNACEM,2024-12-04,20260405_174124,erp_odoo,718948.63,20260405_175213
Piedra 3/4,1510.96,532.86,ton,UNACEM,2024-10-21,20260405_174124,erp_odoo,805130.15,20260405_175213
Cemento,549.1,220.93,m2,UNACEM,2024-03-25,20260405_174124,erp_odoo,121312.66,20260405_175213
Geomalla,338.57,327.47,ml,YURA,2024-03-19,20260405_174124,erp_odoo,110871.52,20260405_175213
Asfalto RC-250,4137.3,398.81,ml,FIRTH,2024-03-09,20260405_174124,erp_odoo,1649996.61,20260405_175213
Arena Gruesa,3578.76,424.33,und,CEMENTO SUR,2024-04-19,20260405_174124,erp_odoo,1518575.23,20260405_175213
Cemento,3797.7,51.51,und,UNACEM,2024-06-13,20260405_174124,erp_odoo,195619.53,20260405_175213
Acero Corrugado,1961.67,500.13,und,YURA,2024-01-25,20260405_174124,erp_odoo,981090.02,20260405_175213
Cemento,2319.59,94.04,ton,CONCREMAX,2024-11-30,20260405_174124,erp_odoo,218134.24,20260405_175213
Asfalto RC-250,1390.79,301.32,ml,EXSA,2024-12-14,20260405_174124,erp_odoo,419072.84,20260405_175213
Tubería HDPE,1224.66,684.58,ml,CONCREMAX,2024-08-13,20260405_174124,erp_odoo,838377.74,20260405_175213
Asfalto RC-250,1000.3,515.96,und,CEMENTO SUR,2024-08-15,20260405_174124,erp_odoo,516114.79,20260405_175213
Geomalla,174.99,637.15,und,EXSA,2024-05-28,20260405_174124,erp_odoo,111494.88,20260405_175213
Piedra 3/4,3879.94,301.49,und,CEMENTO SUR,2024-10-17,20260405_174124,erp_odoo,1169763.11,20260405_175213
Geomalla,716.33,602.26,m3,CEMENTO SUR,2024-02-28,20260405_174124,erp_odoo,431416.91,20260405_175213
Cemento,2867.57,289.55,und,FIRTH,2024-11-24,20260405_174124,erp_odoo,830304.89,20260405_175213
Emulsión,939.24,304.49,m3,FIRTH,2024-10-11,20260405_174124,erp_odoo,285989.19,20260405_175213
Tubería HDPE,386.24,189.14,m2,UNACEM,2024-10-02,20260405_174124,erp_odoo,73053.43,20260405_175213
Asfalto RC-250,4924.83,373.01,m2,YURA,2024-05-03,20260405_174124,erp_odoo,1837010.84,20260405_175213
Asfalto RC-250,2724.3,9.32,m3,CONCREMAX,2024-07-13,20260405_174124,erp_odoo,25390.48,20260405_175213
Asfalto RC-250,1776.98,102.44,m3,YURA,2024-03-28,20260405_174124,erp_odoo,182033.83,20260405_175213
Emulsión,2338.39,754.7,ml,UNACEM,2024-09-02,20260405_174124,erp_odoo,1764782.93,20260405_175213
Piedra 3/4,432.18,310.94,m3,UNACEM,2024-12-01,20260405_174124,erp_odoo,134382.05,20260405_175213
Acero Corrugado,3092.14,759.02,und,CEMENTO SUR,2024-06-19,20260405_174124,erp_odoo,2346996.1,20260405_175213
Acero Corrugado,1722.47,524.87,m3,EXSA,2024-01-22,20260405_174124,erp_odoo,904072.83,20260405_175213
Acero Corrugado,1259.87,561.07,m2,UNACEM,2024-11-10,20260405_174124,erp_odoo,706875.26,20260405_175213
Geomalla,1937.54,617.49,m2,UNACEM,2024-04-18,20260405_174124,erp_odoo,1196411.57,20260405_175213
Tubería HDPE,2239.09,234.29,m3,EXSA,2024-06-20,20260405_174124,erp_odoo,524596.4,20260405_175213
Emulsión,2083.44,604.04,ton,CONCREMAX,2024-03-29,20260405_174124,erp_odoo,1258481.1,20260405_175213
Geomalla,467.02,457.38,ton,EXSA,2024-06-23,20260405_174124,erp_odoo,213605.61,20260405_175213
Arena Gruesa,1644.28,758.36,m2,FIRTH,2024-10-11,20260405_174124,erp_odoo,1246956.18,20260405_175213
Emulsión,2875.16,495.86,ton,EXSA,2024-05-22,20260405_174124,erp_odoo,1425676.84,20260405_175213
Emulsión,2674.14,403.95,m3,EXSA,2024-04-06,20260405_174124,erp_odoo,1080218.85,20260405_175213
Tubería HDPE,2089.77,662.32,ml,EXSA,2024-11-06,20260405_174124,erp_odoo,1384096.47,20260405_175213
Tubería HDPE,4235.7,395.04,und,YURA,2024-11-23,20260405_174124,erp_odoo,1673270.93,20260405_175213
Cemento,3818.98,114.29,m3,CONCREMAX,2024-05-16,20260405_174124,erp_odoo,436471.22,20260405_175213
Arena Gruesa,175.61,629.48,ml,YURA,2024-01-07,20260405_174124,erp_odoo,110542.98,20260405_175213
Piedra 3/4,1898.16,157.72,und,UNACEM,2024-09-25,20260405_174124,erp_odoo,299377.8,20260405_175213
Cemento,4016.41,96.55,und,YURA,2024-03-01,20260405_174124,erp_odoo,387784.39,20260405_175213
Piedra 3/4,2560.93,147.12,m2,FIRTH,2024-09-12,20260405_174124,erp_odoo,376764.02,20260405_175213
Tubería HDPE,554.85,776.63,m3,UNACEM,2024-05-11,20260405_174124,erp_odoo,430913.16,20260405_175213
Emulsión,3251.47,321.46,ml,CEMENTO SUR,2024-05-22,20260405_174124,erp_odoo,1045217.55,20260405_175213
Acero Corrugado,4149.87,149.25,ml,YURA,2024-09-20,20260405_174124,erp_odoo,619368.1,20260405_175213
Cemento,3731.92,531.32,ml,UNACEM,2024-05-21,20260405_174124,erp_odoo,1982843.73,20260405_175213
Emulsión,2304.18,680.91,m3,EXSA,2024-07-11,20260405_174124,erp_odoo,1568939.2,20260405_175213
Geomalla,2415.34,368.62,und,FIRTH,2024-11-09,20260405_174124,erp_odoo,890342.63,20260405_175213
Asfalto RC-250,2722.06,452.63,und,CEMENTO SUR,2024-02-11,20260405_174124,erp_odoo,1232086.02,20260405_175213
Emulsión,4304.83,121.27,m3,CONCREMAX,2024-04-17,20260405_174124,erp_odoo,522046.73,20260405_175213
Arena Gruesa,4959.92,250.79,m3,EXSA,2024-11-05,20260405_174124,erp_odoo,1243898.34,20260405_175213
Geomalla,2801.21,538.59,ton,CONCREMAX,2024-08-02,20260405_174124,erp_odoo,1508703.69,20260405_175213
Asfalto RC-250,2180.27,122.54,und,CEMENTO SUR,2024-03-14,20260405_174124,erp_odoo,267170.29,20260405_175213
Piedra 3/4,3196.4,666.36,und,EXSA,2024-08-01,20260405_174124,erp_odoo,2129953.1,20260405_175213
Tubería HDPE,157.63,410.22,m3,YURA,2024-05-01,20260405_174124,erp_odoo,64662.98,20260405_175213
Acero Corrugado,4421.3,554.24,und,YURA,2024-06-15,20260405_174124,erp_odoo,2450461.31,20260405_175213
Piedra 3/4,3422.73,134.06,und,EXSA,2024-03-08,20260405_174124,erp_odoo,458851.18,20260405_175213
Asfalto RC-250,2097.86,271.01,ml,YURA,2024-10-01,20260405_174124,erp_odoo,568541.04,20260405_175213
Acero Corrugado,4546.56,444.42,und,FIRTH,2024-01-09,20260405_174124,erp_odoo,2020582.2,20260405_175213
Arena Gruesa,2419.08,182.2,m3,CEMENTO SUR,2024-08-07,20260405_174124,erp_odoo,440756.38,20260405_175213
Arena Gruesa,4415.2,325.2,ml,YURA,2024-11-07,20260405_174124,erp_odoo,1435823.04,20260405_175213
Asfalto RC-250,2047.95,35.81,ton,YURA,2024-10-30,20260405_174124,erp_odoo,73337.09,20260405_175213
Asfalto RC-250,3539.1,408.41,m3,YURA,2024-05-10,20260405_174124,erp_odoo,1445403.83,20260405_175213
Cemento,990.77,580.42,ton,CONCREMAX,2024-02-14,20260405_174124,erp_odoo,575062.72,20260405_175213
Emulsión,49.91,727.63,m2,CEMENTO SUR,2024-08-30,20260405_174124,erp_odoo,36316.01,20260405_175213
Tubería HDPE,120.37,306.19,m3,EXSA,2024-03-19,20260405_174124,erp_odoo,36856.09,20260405_175213
Acero Corrugado,2643.65,310.65,und,FIRTH,2024-01-19,20260405_174124,erp_odoo,821249.87,20260405_175213
Acero Corrugado,909.63,537.91,und,FIRTH,2024-09-01,20260405_174124,erp_odoo,489299.07,20260405_175213
Emulsión,2425.43,239.15,ml,CEMENTO SUR,2024-03-21,20260405_174124,erp_odoo,580041.58,20260405_175213
Piedra 3/4,360.8,68.79,ton,YURA,2024-07-12,20260405_174124,erp_odoo,24819.43,20260405_175213
Asfalto RC-250,3720.28,218.56,und,CONCREMAX,2024-03-02,20260405_174124,erp_odoo,813104.4,20260405_175213
Arena Gruesa,4778.97,613.44,ton,YURA,2024-10-05,20260405_174124,erp_odoo,2931611.36,20260405_175213
Acero Corrugado,4606.94,74.47,m3,UNACEM,2024-07-18,20260405_174124,erp_odoo,343078.82,20260405_175213
Asfalto RC-250,1798.57,665.82,und,YURA,2024-10-19,20260405_174124,erp_odoo,1197523.88,20260405_175213
Emulsión,3284.4,555.3,ml,CEMENTO SUR,2024-02-02,20260405_174124,erp_odoo,1823827.32,20260405_175213
Cemento,3493.89,410.64,m2,CEMENTO SUR,2024-07-18,20260405_174124,erp_odoo,1434730.99,20260405_175213
Acero Corrugado,4621.48,87.72,ton,FIRTH,2024-10-24,20260405_174124,erp_odoo,405396.23,20260405_175213
Acero Corrugado,532.11,350.96,und,CEMENTO SUR,2024-12-31,20260405_174124,erp_odoo,186749.33,20260405_175213
Geomalla,4371.69,708.04,ton,CONCREMAX,2024-06-26,20260405_174124,erp_odoo,3095331.39,20260405_175213
Arena Gruesa,1574.77,533.68,ton,CEMENTO SUR,2024-04-04,20260405_174124,erp_odoo,840423.25,20260405_175213
Tubería HDPE,437.69,64.48,ton,CEMENTO SUR,2024-12-16,20260405_174124,erp_odoo,28222.25,20260405_175213
Asfalto RC-250,206.95,259.43,ml,FIRTH,2024-01-13,20260405_174124,erp_odoo,53689.04,20260405_175213
Asfalto RC-250,1249.33,148.88,m3,EXSA,2024-02-16,20260405_174124,erp_odoo,186000.25,20260405_175213
Piedra 3/4,2200.8,701.94,ml,YURA,2024-06-20,20260405_174124,erp_odoo,1544829.55,20260405_175213
Acero Corrugado,4672.0,462.17,m2,FIRTH,2024-04-14,20260405_174124,erp_odoo,2159258.24,20260405_175213
Geomalla,4151.2,47.31,ton,UNACEM,2024-12-01,20260405_174124,erp_odoo,196393.27,20260405_175213
Asfalto RC-250,1026.22,401.78,m3,FIRTH,2024-08-19,20260405_174124,erp_odoo,412314.67,20260405_175213
Emulsión,2535.86,653.72,und,CEMENTO SUR,2024-02-05,20260405_174124,erp_odoo,1657742.4,20260405_175213
Emulsión,3091.98,251.53,ton,CONCREMAX,2024-08-17,20260405_174124,erp_odoo,777725.73,20260405_175213
Piedra 3/4,2536.15,537.86,m3,YURA,2024-11-20,20260405_174124,erp_odoo,1364093.64,20260405_175213
Geomalla,4055.55,23.8,und,UNACEM,2024-12-19,20260405_174124,erp_odoo,96522.09,20260405_175213
Acero Corrugado,3120.57,472.48,und,UNACEM,2024-02-17,20260405_174124,erp_odoo,1474406.91,20260405_175213
Arena Gruesa,2000.32,187.82,ton,EXSA,2024-04-23,20260405_174124,erp_odoo,375700.1,20260405_175213
Piedra 3/4,2957.19,619.84,m3,CONCREMAX,2024-12-26,20260405_174124,erp_odoo,1832984.65,20260405_175213
Geomalla,526.78,66.79,und,CEMENTO SUR,2024-07-04,20260405_174124,erp_odoo,35183.64,20260405_175213
Geomalla,2718.57,474.25,ton,CEMENTO SUR,2024-09-17,20260405_174124,erp_odoo,1289281.82,20260405_175213
Tubería HDPE,4510.58,315.1,und,UNACEM,2024-07-11,20260405_174124,erp_odoo,1421283.76,20260405_175213
Asfalto RC-250,3090.63,144.0,ton,EXSA,2024-11-14,20260405_174124,erp_odoo,445050.72,20260405_175213
Piedra 3/4,217.33,752.56,m3,CONCREMAX,2024-12-08,20260405_174124,erp_odoo,163553.86,20260405_175213
Emulsión,1608.73,702.0,m3,FIRTH,2024-06-27,20260405_174124,erp_odoo,1129328.46,20260405_175213
Geomalla,3904.89,692.52,ml,YURA,2024-07-06,20260405_174124,erp_odoo,2704214.42,20260405_175213
Cemento,4682.88,369.64,ton,CONCREMAX,2024-01-20,20260405_174124,erp_odoo,1730979.76,20260405_175213
Emulsión,291.19,10.08,m3,EXSA,2024-06-03,20260405_174124,erp_odoo,2935.2,20260405_175213
