material,cantidad,precio_unitario,unidad,proveedor,fecha_pedido,_ingested_at,_source
Geomalla,396.42,262.32,,FIRTH,2024-10-25,20260405_232605,erp_odoo
Cemento,2007.46,42.04,m2,EXSA,2024-07-26,20260405_232605,erp_odoo
Arena Gruesa,1050.63,51.68,m2,EXSA,2024-12-18,20260405_232605,erp_odoo
Cemento,4237.69,794.98,ml,UNACEM,2024-01-08,20260405_232605,erp_odoo
Emulsión,601.01,53.45,ton,CEMENTO SUR,2024-09-11,20260405_232605,erp_odoo
Piedra 3/4,2069.03,429.66,m3,YURA,2024-10-24,20260405_232605,erp_odoo
Tubería HDPE,1567.28,283.06,ml,UNACEM,2024-04-29,20260405_232605,erp_odoo
Geomalla,1035.52,367.77,ton,YURA,2024-11-09,20260405_232605,erp_odoo
Emulsión,3958.98,792.84,,CEMENTO SUR,2024-12-14,20260405_232605,erp_odoo
Geomalla,2516.68,673.36,und,YURA,2024-09-23,20260405_232605,erp_odoo
Asfalto RC-250,4752.51,279.41,m3,FIRTH,2024-06-01,20260405_232605,erp_odoo
Geomalla,3969.7,770.37,und,UNACEM,2024-05-30,20260405_232605,erp_odoo
Tubería HDPE,2441.65,476.52,m2,YURA,2024-07-29,20260405_232605,erp_odoo
Emulsión,3905.81,758.44,,UNACEM,2024-08-20,20260405_232605,erp_odoo
Geomalla,1666.7,761.36,m2,FIRTH,2024-03-26,20260405_232605,erp_odoo
Piedra 3/4,1009.78,169.4,ml,EXSA,2024-12-13,20260405_232605,erp_odoo
Tubería HDPE,2840.74,377.48,ml,UNACEM,2024-10-30,20260405_232605,erp_odoo
Piedra 3/4,4828.41,404.69,ton,YURA,2024-10-31,20260405_232605,erp_odoo
Tubería HDPE,1253.13,567.62,,FIRTH,2024-03-25,20260405_232605,erp_odoo
Arena Gruesa,3826.14,454.24,und,CEMENTO SUR,2024-02-24,20260405_232605,erp_odoo
Asfalto RC-250,611.24,148.44,,CONCREMAX,2024-03-13,20260405_232605,erp_odoo
Emulsión,1002.95,105.14,ton,CONCREMAX,2024-06-20,20260405_232605,erp_odoo
Geomalla,1153.02,197.4,m2,UNACEM,2024-02-09,20260405_232605,erp_odoo
Cemento,353.17,568.75,ml,CONCREMAX,2024-07-07,20260405_232605,erp_odoo
Asfalto RC-250,653.78,722.03,m2,UNACEM,2024-10-11,20260405_232605,erp_odoo
Emulsión,1390.59,650.84,m3,UNACEM,2024-02-19,20260405_232605,erp_odoo
Asfalto RC-250,2933.03,622.38,m2,EXSA,2024-11-04,20260405_232605,erp_odoo
Tubería HDPE,3435.43,292.08,m2,EXSA,2024-09-28,20260405_232605,erp_odoo
Piedra 3/4,3300.11,343.17,ton,UNACEM,2024-01-17,20260405_232605,erp_odoo
Geomalla,4584.93,553.35,m2,UNACEM,2024-01-11,20260405_232605,erp_odoo
Acero Corrugado,3812.93,426.48,m3,YURA,2024-03-23,20260405_232605,erp_odoo
Acero Corrugado,4301.1,798.22,ml,EXSA,2024-08-31,20260405_232605,erp_odoo
Tubería HDPE,90.36,744.03,ton,FIRTH,2024-02-03,20260405_232605,erp_odoo
Emulsión,961.68,679.22,m2,YURA,2024-07-31,20260405_232605,erp_odoo
Acero Corrugado,,24.21,m2,FIRTH,2024-12-14,20260405_232605,erp_odoo
Asfalto RC-250,1509.14,25.08,ton,CEMENTO SUR,2024-04-15,20260405_232605,erp_odoo
Geomalla,4055.63,515.81,m2,YURA,2024-05-11,20260405_232605,erp_odoo
Emulsión,2357.67,156.06,,CEMENTO SUR,2024-09-08,20260405_232605,erp_odoo
Piedra 3/4,3993.43,731.86,und,FIRTH,2024-01-22,20260405_232605,erp_odoo
Tubería HDPE,1870.69,505.35,,UNACEM,2024-10-09,20260405_232605,erp_odoo
Arena Gruesa,592.5,564.49,m2,UNACEM,2024-01-04,20260405_232605,erp_odoo
Geomalla,3506.44,795.12,m2,UNACEM,2024-08-28,20260405_232605,erp_odoo
Emulsión,3542.87,187.71,ton,UNACEM,2024-02-20,20260405_232605,erp_odoo
Asfalto RC-250,4191.34,179.31,ton,CONCREMAX,2024-09-06,20260405_232605,erp_odoo
Cemento,4988.73,657.19,m3,YURA,2024-05-11,20260405_232605,erp_odoo
Arena Gruesa,4095.44,685.15,m2,FIRTH,2024-01-28,20260405_232605,erp_odoo
Tubería HDPE,2414.34,450.99,ton,UNACEM,2024-09-12,20260405_232605,erp_odoo
Tubería HDPE,3547.2,392.98,m2,FIRTH,2024-12-22,20260405_232605,erp_odoo
Acero Corrugado,1170.93,533.17,und,CONCREMAX,2024-09-12,20260405_232605,erp_odoo
Tubería HDPE,3999.46,517.19,m2,UNACEM,2024-07-12,20260405_232605,erp_odoo
Arena Gruesa,414.9,437.64,m3,UNACEM,2024-02-18,20260405_232605,erp_odoo
Geomalla,4827.47,743.2,,UNACEM,2024-04-02,20260405_232605,erp_odoo
Geomalla,3980.05,173.76,m3,CEMENTO SUR,2024-12-28,20260405_232605,erp_odoo
Piedra 3/4,1790.17,681.37,,YURA,2024-09-16,20260405_232605,erp_odoo
Piedra 3/4,2304.11,540.4,ton,EXSA,2024-09-06,20260405_232605,erp_odoo
Emulsión,754.65,713.53,ton,UNACEM,2024-10-03,20260405_232605,erp_odoo
Geomalla,4635.55,135.44,ton,EXSA,2024-07-14,20260405_232605,erp_odoo
Asfalto RC-250,1939.21,439.1,und,CONCREMAX,2024-07-27,20260405_232605,erp_odoo
Piedra 3/4,1432.25,375.4,und,FIRTH,2024-03-29,20260405_232605,erp_odoo
Cemento,469.27,601.05,ml,UNACEM,2024-06-23,20260405_232605,erp_odoo
Piedra 3/4,185.46,219.06,und,FIRTH,2024-04-02,20260405_232605,erp_odoo
Tubería HDPE,2725.87,418.28,m3,CONCREMAX,2024-09-16,20260405_232605,erp_odoo
Acero Corrugado,4476.05,762.9,ton,CEMENTO SUR,2024-04-04,20260405_232605,erp_odoo
Acero Corrugado,1279.72,48.82,m3,EXSA,2024-03-29,20260405_232605,erp_odoo
Acero Corrugado,1026.63,160.06,und,UNACEM,2024-02-05,20260405_232605,erp_odoo
Acero Corrugado,3278.27,636.72,m2,CEMENTO SUR,2024-04-30,20260405_232605,erp_odoo
Geomalla,4446.85,706.71,,UNACEM,2024-09-21,20260405_232605,erp_odoo
Cemento,2056.13,346.87,,CEMENTO SUR,2024-10-13,20260405_232605,erp_odoo
Geomalla,4524.99,27.1,m2,FIRTH,2024-01-03,20260405_232605,erp_odoo
Piedra 3/4,3246.65,674.08,ml,FIRTH,2024-05-30,20260405_232605,erp_odoo
Geomalla,3116.1,381.3,m3,CONCREMAX,2024-09-28,20260405_232605,erp_odoo
Geomalla,747.2,741.64,m3,CONCREMAX,2024-10-19,20260405_232605,erp_odoo
Piedra 3/4,623.25,276.86,m3,YURA,2024-08-20,20260405_232605,erp_odoo
Emulsión,428.0,387.98,und,CEMENTO SUR,2024-02-24,20260405_232605,erp_odoo
Asfalto RC-250,558.07,381.66,und,UNACEM,2024-05-28,20260405_232605,erp_odoo
Emulsión,3888.36,624.19,ml,CONCREMAX,2024-02-25,20260405_232605,erp_odoo
Emulsión,1728.6,722.51,ml,CEMENTO SUR,2024-06-25,20260405_232605,erp_odoo
Cemento,2489.36,14.92,ml,UNACEM,2024-05-30,20260405_232605,erp_odoo
Acero Corrugado,3129.18,772.96,m3,UNACEM,2024-08-30,20260405_232605,erp_odoo
Emulsión,3045.7,166.84,m3,FIRTH,2024-07-11,20260405_232605,erp_odoo
Tubería HDPE,2881.63,158.81,ml,UNACEM,2024-08-11,20260405_232605,erp_odoo
Arena Gruesa,3373.62,7.03,ml,CEMENTO SUR,2024-09-04,20260405_232605,erp_odoo
Cemento,2980.11,275.28,,EXSA,2024-09-15,20260405_232605,erp_odoo
Piedra 3/4,364.52,526.54,m3,EXSA,2024-06-28,20260405_232605,erp_odoo
Acero Corrugado,3279.55,109.54,m3,CONCREMAX,2024-06-25,20260405_232605,erp_odoo
Arena Gruesa,2716.0,425.8,ml,UNACEM,2024-05-16,20260405_232605,erp_odoo
Cemento,1470.92,174.83,m3,CEMENTO SUR,2024-03-14,20260405_232605,erp_odoo
Tubería HDPE,566.87,21.8,m3,FIRTH,2024-05-21,20260405_232605,erp_odoo
Asfalto RC-250,171.16,42.7,m2,EXSA,2024-08-30,20260405_232605,erp_odoo
Piedra 3/4,3323.93,237.27,m2,YURA,2024-06-28,20260405_232605,erp_odoo
Tubería HDPE,2506.12,66.48,ml,UNACEM,2024-07-23,20260405_232605,erp_odoo
Piedra 3/4,1226.63,443.45,ml,CEMENTO SUR,2024-11-05,20260405_232605,erp_odoo
Cemento,4582.76,703.92,,CEMENTO SUR,2024-12-31,20260405_232605,erp_odoo
Acero Corrugado,1425.15,619.55,,EXSA,2024-01-09,20260405_232605,erp_odoo
Emulsión,1689.5,50.85,,UNACEM,2024-01-23,20260405_232605,erp_odoo
Tubería HDPE,1296.86,617.23,ml,FIRTH,2024-10-24,20260405_232605,erp_odoo
Tubería HDPE,4811.29,46.97,m2,YURA,2024-03-04,20260405_232605,erp_odoo
Arena Gruesa,718.51,391.7,ton,CONCREMAX,2024-05-02,20260405_232605,erp_odoo
Cemento,4180.69,734.37,m3,FIRTH,2024-04-21,20260405_232605,erp_odoo
Piedra 3/4,919.62,472.61,ton,CEMENTO SUR,2024-05-07,20260405_232605,erp_odoo
Piedra 3/4,103.96,147.57,und,CONCREMAX,2024-03-10,20260405_232605,erp_odoo
Piedra 3/4,1644.46,677.26,,FIRTH,2024-05-03,20260405_232605,erp_odoo
Tubería HDPE,3784.59,131.42,ton,UNACEM,2024-09-02,20260405_232605,erp_odoo
Tubería HDPE,840.52,251.72,ml,CONCREMAX,2024-04-21,20260405_232605,erp_odoo
Asfalto RC-250,685.5,68.51,und,CEMENTO SUR,2024-08-21,20260405_232605,erp_odoo
Emulsión,854.64,211.99,m3,FIRTH,2024-06-22,20260405_232605,erp_odoo
Piedra 3/4,4840.17,148.77,m2,EXSA,2024-12-29,20260405_232605,erp_odoo
Tubería HDPE,710.85,238.1,,EXSA,2024-12-19,20260405_232605,erp_odoo
Tubería HDPE,760.73,790.12,m3,EXSA,2024-01-20,20260405_232605,erp_odoo
Geomalla,2006.97,426.31,und,CEMENTO SUR,2024-03-14,20260405_232605,erp_odoo
Asfalto RC-250,1935.35,456.9,ton,FIRTH,2024-09-16,20260405_232605,erp_odoo
Geomalla,3906.91,682.16,ton,CEMENTO SUR,2024-12-12,20260405_232605,erp_odoo
Acero Corrugado,3439.37,490.42,ml,UNACEM,2024-07-16,20260405_232605,erp_odoo
Cemento,4543.42,584.33,m3,UNACEM,2024-01-17,20260405_232605,erp_odoo
Geomalla,2429.82,129.01,m2,EXSA,2024-03-23,20260405_232605,erp_odoo
Asfalto RC-250,987.31,404.62,ton,YURA,2024-08-02,20260405_232605,erp_odoo
Asfalto RC-250,2113.24,567.93,,CONCREMAX,2024-06-04,20260405_232605,erp_odoo
Arena Gruesa,3732.13,513.91,,YURA,2024-03-16,20260405_232605,erp_odoo
Piedra 3/4,3515.22,701.42,ton,UNACEM,2024-06-20,20260405_232605,erp_odoo
Tubería HDPE,3197.8,736.52,ton,YURA,2024-03-10,20260405_232605,erp_odoo
Cemento,696.62,627.54,ton,FIRTH,2024-09-15,20260405_232605,erp_odoo
Cemento,3569.05,458.98,ton,YURA,2024-05-25,20260405_232605,erp_odoo
Emulsión,3646.49,421.59,ton,CONCREMAX,2024-07-26,20260405_232605,erp_odoo
Piedra 3/4,469.19,654.24,,FIRTH,2024-06-09,20260405_232605,erp_odoo
Arena Gruesa,2480.48,409.36,ton,YURA,2024-01-06,20260405_232605,erp_odoo
Piedra 3/4,2512.44,198.54,ton,YURA,2024-01-16,20260405_232605,erp_odoo
Arena Gruesa,1239.41,375.22,m2,UNACEM,2024-04-08,20260405_232605,erp_odoo
Tubería HDPE,3135.84,753.0,m2,UNACEM,2024-03-01,20260405_232605,erp_odoo
Piedra 3/4,2372.47,378.41,und,EXSA,2024-11-30,20260405_232605,erp_odoo
Asfalto RC-250,800.53,743.46,m3,YURA,2024-08-26,20260405_232605,erp_odoo
Emulsión,171.58,780.07,und,FIRTH,2024-10-14,20260405_232605,erp_odoo
Piedra 3/4,355.83,771.34,m3,YURA,2024-02-05,20260405_232605,erp_odoo
Piedra 3/4,4890.52,285.33,ml,CONCREMAX,2024-05-05,20260405_232605,erp_odoo
Geomalla,3083.9,790.87,ton,YURA,2024-02-10,20260405_232605,erp_odoo
Emulsión,2520.65,669.16,,CEMENTO SUR,2024-09-24,20260405_232605,erp_odoo
Arena Gruesa,2920.84,669.33,m2,UNACEM,2024-01-10,20260405_232605,erp_odoo
Tubería HDPE,4592.08,790.07,und,FIRTH,2024-09-19,20260405_232605,erp_odoo
Arena Gruesa,4058.87,526.65,,UNACEM,2024-02-03,20260405_232605,erp_odoo
Cemento,4548.98,604.28,m2,CONCREMAX,2024-01-01,20260405_232605,erp_odoo
Cemento,3411.44,441.23,m2,FIRTH,2024-02-23,20260405_232605,erp_odoo
Geomalla,2903.6,602.81,ton,YURA,2024-12-30,20260405_232605,erp_odoo
Tubería HDPE,4091.41,576.83,ton,YURA,2024-02-04,20260405_232605,erp_odoo
Acero Corrugado,4982.8,726.44,,CEMENTO SUR,2024-09-20,20260405_232605,erp_odoo
Asfalto RC-250,3105.19,31.44,und,YURA,2024-05-02,20260405_232605,erp_odoo
Tubería HDPE,2234.99,246.32,m3,FIRTH,2024-04-03,20260405_232605,erp_odoo
Cemento,3727.34,155.2,,UNACEM,2024-11-27,20260405_232605,erp_odoo
Asfalto RC-250,2273.76,702.34,m2,EXSA,2024-05-31,20260405_232605,erp_odoo
Tubería HDPE,149.74,549.96,,UNACEM,2024-06-22,20260405_232605,erp_odoo
Tubería HDPE,4460.32,380.13,,YURA,2024-09-20,20260405_232605,erp_odoo
Asfalto RC-250,3342.71,38.06,m3,FIRTH,2024-03-20,20260405_232605,erp_odoo
Tubería HDPE,2635.5,613.34,ml,FIRTH,2024-02-20,20260405_232605,erp_odoo
Piedra 3/4,1308.87,56.68,m3,FIRTH,2024-02-22,20260405_232605,erp_odoo
Geomalla,3718.02,448.76,m2,CONCREMAX,2024-04-12,20260405_232605,erp_odoo
Tubería HDPE,2621.51,43.75,ml,EXSA,2024-04-11,20260405_232605,erp_odoo
Piedra 3/4,3180.37,150.97,und,CONCREMAX,2024-08-23,20260405_232605,erp_odoo
Cemento,2695.54,305.29,m2,FIRTH,2024-10-09,20260405_232605,erp_odoo
Asfalto RC-250,2995.2,126.75,ton,CEMENTO SUR,2024-12-18,20260405_232605,erp_odoo
Geomalla,1077.25,73.6,m3,CONCREMAX,2024-06-09,20260405_232605,erp_odoo
Emulsión,1085.88,87.07,m3,YURA,2024-06-06,20260405_232605,erp_odoo
Tubería HDPE,226.85,408.3,und,YURA,2024-03-12,20260405_232605,erp_odoo
Piedra 3/4,3157.08,216.66,m2,CEMENTO SUR,2024-11-24,20260405_232605,erp_odoo
Piedra 3/4,954.74,175.29,m3,CONCREMAX,2024-06-05,20260405_232605,erp_odoo
Piedra 3/4,4494.56,17.35,,CEMENTO SUR,2024-02-08,20260405_232605,erp_odoo
Cemento,414.03,58.65,m3,YURA,2024-08-21,20260405_232605,erp_odoo
Arena Gruesa,2228.38,17.58,ton,CEMENTO SUR,2024-12-15,20260405_232605,erp_odoo
Acero Corrugado,4337.0,489.32,,UNACEM,2024-08-02,20260405_232605,erp_odoo
Asfalto RC-250,1074.54,61.14,m3,UNACEM,2024-06-12,20260405_232605,erp_odoo
Piedra 3/4,3778.01,140.84,und,FIRTH,2024-05-09,20260405_232605,erp_odoo
Emulsión,2170.47,26.12,,UNACEM,2024-10-17,20260405_232605,erp_odoo
Asfalto RC-250,4443.12,611.37,und,FIRTH,2024-10-22,20260405_232605,erp_odoo
Geomalla,1932.88,205.48,m2,FIRTH,2024-09-01,20260405_232605,erp_odoo
Asfalto RC-250,3524.7,640.82,ton,UNACEM,2024-02-05,20260405_232605,erp_odoo
Arena Gruesa,1057.71,59.75,ton,YURA,2024-01-09,20260405_232605,erp_odoo
Acero Corrugado,,402.38,ton,CEMENTO SUR,2024-12-25,20260405_232605,erp_odoo
Emulsión,618.75,774.12,m2,CONCREMAX,2024-11-28,20260405_232605,erp_odoo
Piedra 3/4,4374.29,290.65,und,FIRTH,2024-12-22,20260405_232605,erp_odoo
Emulsión,2484.95,767.11,m3,UNACEM,2024-01-12,20260405_232605,erp_odoo
Arena Gruesa,4359.18,520.71,,UNACEM,2024-02-05,20260405_232605,erp_odoo
Emulsión,3552.23,641.48,ml,EXSA,2024-09-10,20260405_232605,erp_odoo
Arena Gruesa,2682.76,178.72,ton,EXSA,2024-06-05,20260405_232605,erp_odoo
Acero Corrugado,1313.48,789.35,m2,UNACEM,2024-10-06,20260405_232605,erp_odoo
Tubería HDPE,,611.28,ml,EXSA,2024-05-07,20260405_232605,erp_odoo
Geomalla,1504.55,373.35,,UNACEM,2024-09-13,20260405_232605,erp_odoo
Emulsión,1614.59,518.81,,EXSA,2024-10-05,20260405_232605,erp_odoo
Emulsión,4164.0,732.28,ml,YURA,2024-04-06,20260405_232605,erp_odoo
Arena Gruesa,2917.28,431.66,ml,CEMENTO SUR,2024-10-05,20260405_232605,erp_odoo
Piedra 3/4,594.34,742.07,m3,YURA,2024-04-26,20260405_232605,erp_odoo
Tubería HDPE,1064.24,645.1,ml,CONCREMAX,2024-06-02,20260405_232605,erp_odoo
Acero Corrugado,3301.34,290.62,ml,FIRTH,2024-04-20,20260405_232605,erp_odoo
Geomalla,4536.56,363.38,und,CONCREMAX,2024-09-18,20260405_232605,erp_odoo
Asfalto RC-250,406.51,364.03,und,FIRTH,2024-04-02,20260405_232605,erp_odoo
Geomalla,673.24,319.55,ton,CONCREMAX,2024-01-21,20260405_232605,erp_odoo
Tubería HDPE,,451.93,und,CONCREMAX,2024-09-17,20260405_232605,erp_odoo
Acero Corrugado,4418.82,121.94,ml,YURA,2024-02-07,20260405_232605,erp_odoo
Arena Gruesa,1580.01,109.54,m2,EXSA,2024-08-06,20260405_232605,erp_odoo
Arena Gruesa,1856.5,727.17,m2,EXSA,2024-06-24,20260405_232605,erp_odoo
Tubería HDPE,3285.26,603.0,m2,YURA,2024-10-03,20260405_232605,erp_odoo
Piedra 3/4,2147.53,45.34,ml,EXSA,2024-06-13,20260405_232605,erp_odoo
Asfalto RC-250,4690.85,63.32,,UNACEM,2024-11-07,20260405_232605,erp_odoo
Acero Corrugado,2527.9,730.52,m2,EXSA,2024-04-27,20260405_232605,erp_odoo
Acero Corrugado,187.23,744.59,ml,CONCREMAX,2024-09-10,20260405_232605,erp_odoo
Asfalto RC-250,2109.72,712.48,m2,UNACEM,2024-03-07,20260405_232605,erp_odoo
Piedra 3/4,959.03,739.29,m2,YURA,2024-09-13,20260405_232605,erp_odoo
Arena Gruesa,3935.94,683.58,ml,YURA,2024-11-27,20260405_232605,erp_odoo
Geomalla,2882.15,336.83,m2,CONCREMAX,2024-03-01,20260405_232605,erp_odoo
Acero Corrugado,3763.69,458.98,ml,CEMENTO SUR,2024-03-14,20260405_232605,erp_odoo
Arena Gruesa,2560.48,181.46,m3,FIRTH,2024-03-07,20260405_232605,erp_odoo
Emulsión,935.11,631.81,m2,CONCREMAX,2024-10-14,20260405_232605,erp_odoo
Acero Corrugado,4941.1,268.15,und,EXSA,2024-06-23,20260405_232605,erp_odoo
Cemento,2653.02,451.09,ml,CEMENTO SUR,2024-10-18,20260405_232605,erp_odoo
Cemento,2355.59,647.86,ton,EXSA,2024-10-17,20260405_232605,erp_odoo
Arena Gruesa,2652.34,787.48,und,FIRTH,2024-10-28,20260405_232605,erp_odoo
Arena Gruesa,3753.56,758.21,und,CONCREMAX,2024-01-14,20260405_232605,erp_odoo
Piedra 3/4,2253.49,18.71,und,YURA,2024-07-16,20260405_232605,erp_odoo
Piedra 3/4,1572.33,297.81,ml,YURA,2024-06-12,20260405_232605,erp_odoo
Arena Gruesa,1532.78,287.06,,CEMENTO SUR,2024-12-13,20260405_232605,erp_odoo
Tubería HDPE,2541.16,139.42,ml,CEMENTO SUR,2024-09-12,20260405_232605,erp_odoo
Asfalto RC-250,824.67,419.47,m2,FIRTH,2024-07-07,20260405_232605,erp_odoo
Geomalla,3076.85,763.01,und,EXSA,2024-10-21,20260405_232605,erp_odoo
Cemento,3433.52,270.38,m3,CONCREMAX,2024-06-06,20260405_232605,erp_odoo
Geomalla,,133.32,und,EXSA,2024-07-14,20260405_232605,erp_odoo
Emulsión,3852.3,703.09,m3,CEMENTO SUR,2024-09-21,20260405_232605,erp_odoo
Asfalto RC-250,,274.27,ml,YURA,2024-07-28,20260405_232605,erp_odoo
Piedra 3/4,,296.92,und,YURA,2024-06-11,20260405_232605,erp_odoo
Arena Gruesa,812.8,41.2,m2,CONCREMAX,2024-11-17,20260405_232605,erp_odoo
Asfalto RC-250,,53.56,,CONCREMAX,2024-12-19,20260405_232605,erp_odoo
Cemento,2642.94,524.01,m3,EXSA,2024-04-25,20260405_232605,erp_odoo
Cemento,3597.54,300.89,ml,UNACEM,2024-06-10,20260405_232605,erp_odoo
Cemento,3183.33,254.53,und,CEMENTO SUR,2024-03-03,20260405_232605,erp_odoo
Geomalla,861.39,296.93,ml,FIRTH,2024-09-30,20260405_232605,erp_odoo
Arena Gruesa,3813.55,519.92,ml,EXSA,2024-02-22,20260405_232605,erp_odoo
Tubería HDPE,453.38,8.26,und,CONCREMAX,2024-01-04,20260405_232605,erp_odoo
Acero Corrugado,2966.09,738.84,und,CONCREMAX,2024-09-25,20260405_232605,erp_odoo
Cemento,155.73,435.89,und,CEMENTO SUR,2024-08-05,20260405_232605,erp_odoo
Piedra 3/4,1291.29,331.01,und,YURA,2024-01-14,20260405_232605,erp_odoo
Piedra 3/4,2209.1,430.44,ton,EXSA,2024-07-30,20260405_232605,erp_odoo
Geomalla,554.97,112.41,ml,CONCREMAX,2024-11-03,20260405_232605,erp_odoo
Geomalla,4936.9,67.09,m3,CONCREMAX,2024-03-30,20260405_232605,erp_odoo
Asfalto RC-250,1069.81,243.78,und,YURA,2024-10-11,20260405_232605,erp_odoo
Acero Corrugado,4914.31,226.14,ml,EXSA,2024-04-22,20260405_232605,erp_odoo
Asfalto RC-250,1776.16,307.61,m2,YURA,2024-04-18,20260405_232605,erp_odoo
Acero Corrugado,2519.05,441.31,ton,YURA,2024-06-25,20260405_232605,erp_odoo
Tubería HDPE,1023.58,377.02,und,CONCREMAX,2024-03-27,20260405_232605,erp_odoo
Geomalla,1758.25,390.54,ton,CEMENTO SUR,2024-04-11,20260405_232605,erp_odoo
Piedra 3/4,3307.38,129.29,ml,EXSA,2024-10-18,20260405_232605,erp_odoo
Cemento,4590.15,121.6,ton,CONCREMAX,2024-12-27,20260405_232605,erp_odoo
Arena Gruesa,59.99,321.49,m2,UNACEM,2024-08-28,20260405_232605,erp_odoo
Emulsión,2640.99,445.95,m2,UNACEM,2024-09-06,20260405_232605,erp_odoo
Asfalto RC-250,4145.45,157.88,ml,CEMENTO SUR,2024-01-11,20260405_232605,erp_odoo
Cemento,1713.13,417.94,m3,CEMENTO SUR,2024-11-01,20260405_232605,erp_odoo
Tubería HDPE,2073.04,156.85,ml,FIRTH,2024-01-15,20260405_232605,erp_odoo
Arena Gruesa,1193.87,536.66,ml,CEMENTO SUR,2024-09-15,20260405_232605,erp_odoo
Acero Corrugado,2241.89,734.52,,CONCREMAX,2024-04-21,20260405_232605,erp_odoo
Tubería HDPE,3826.35,710.27,und,FIRTH,2024-03-18,20260405_232605,erp_odoo
Tubería HDPE,,259.81,ton,CONCREMAX,2024-03-17,20260405_232605,erp_odoo
Piedra 3/4,1708.53,253.32,m3,YURA,2024-02-13,20260405_232605,erp_odoo
Geomalla,4530.66,104.33,ton,FIRTH,2024-08-30,20260405_232605,erp_odoo
Acero Corrugado,1536.42,468.01,und,CONCREMAX,2024-01-13,20260405_232605,erp_odoo
Acero Corrugado,3426.0,213.2,ml,FIRTH,2024-02-19,20260405_232605,erp_odoo
Emulsión,651.34,79.33,ton,FIRTH,2024-03-09,20260405_232605,erp_odoo
Acero Corrugado,3534.53,200.69,m2,CEMENTO SUR,2024-06-22,20260405_232605,erp_odoo
Tubería HDPE,3014.63,796.91,ml,FIRTH,2024-09-18,20260405_232605,erp_odoo
Acero Corrugado,4776.62,232.82,,FIRTH,2024-07-22,20260405_232605,erp_odoo
Geomalla,3684.91,370.34,ton,FIRTH,2024-01-22,20260405_232605,erp_odoo
Arena Gruesa,1221.15,375.02,m2,CONCREMAX,2024-01-16,20260405_232605,erp_odoo
Asfalto RC-250,784.12,125.4,m3,EXSA,2024-03-02,20260405_232605,erp_odoo
Emulsión,4949.45,659.12,,CEMENTO SUR,2024-03-07,20260405_232605,erp_odoo
Arena Gruesa,2318.74,214.41,ml,CEMENTO SUR,2024-08-29,20260405_232605,erp_odoo
Emulsión,4315.09,715.78,ml,FIRTH,2024-11-20,20260405_232605,erp_odoo
Piedra 3/4,4575.11,656.3,und,UNACEM,2024-09-24,20260405_232605,erp_odoo
Cemento,1586.8,278.31,m2,FIRTH,2024-03-11,20260405_232605,erp_odoo
Tubería HDPE,4224.11,407.72,m3,FIRTH,2024-05-09,20260405_232605,erp_odoo
Emulsión,1067.77,54.26,,FIRTH,2024-10-15,20260405_232605,erp_odoo
Cemento,2530.95,77.93,ml,CEMENTO SUR,2024-10-03,20260405_232605,erp_odoo
Acero Corrugado,4145.89,784.73,und,FIRTH,2024-07-29,20260405_232605,erp_odoo
Piedra 3/4,2370.11,725.69,ml,UNACEM,2024-02-23,20260405_232605,erp_odoo
Acero Corrugado,2086.98,765.87,,UNACEM,2024-02-04,20260405_232605,erp_odoo
Emulsión,1837.23,399.91,,FIRTH,2024-05-28,20260405_232605,erp_odoo
Piedra 3/4,3115.46,73.92,m3,FIRTH,2024-05-25,20260405_232605,erp_odoo
Cemento,162.59,528.8,,YURA,2024-06-03,20260405_232605,erp_odoo
Piedra 3/4,1602.49,585.69,ton,CEMENTO SUR,2024-09-30,20260405_232605,erp_odoo
Asfalto RC-250,3441.53,484.32,,CONCREMAX,2024-01-09,20260405_232605,erp_odoo
Emulsión,388.5,428.65,,CONCREMAX,2024-06-13,20260405_232605,erp_odoo
Piedra 3/4,3663.35,565.78,ton,YURA,2024-06-14,20260405_232605,erp_odoo
Piedra 3/4,1746.24,302.02,und,EXSA,2024-08-03,20260405_232605,erp_odoo
Cemento,3758.39,152.67,m3,CONCREMAX,2024-03-15,20260405_232605,erp_odoo
Emulsión,3711.32,581.65,ton,CEMENTO SUR,2024-08-02,20260405_232605,erp_odoo
Arena Gruesa,1276.63,202.29,ton,UNACEM,2024-09-26,20260405_232605,erp_odoo
Cemento,3386.29,535.69,m2,FIRTH,2024-07-11,20260405_232605,erp_odoo
Asfalto RC-250,4192.1,699.5,ton,EXSA,2024-03-06,20260405_232605,erp_odoo
Geomalla,892.22,653.32,m2,CONCREMAX,2024-01-20,20260405_232605,erp_odoo
Cemento,4264.14,235.43,und,FIRTH,2024-02-04,20260405_232605,erp_odoo
Arena Gruesa,3205.55,760.07,ton,UNACEM,2024-09-29,20260405_232605,erp_odoo
Geomalla,307.73,573.48,ton,UNACEM,2024-12-24,20260405_232605,erp_odoo
Asfalto RC-250,2878.82,77.35,und,YURA,2024-12-27,20260405_232605,erp_odoo
Acero Corrugado,3850.0,95.59,ton,CONCREMAX,2024-05-03,20260405_232605,erp_odoo
Tubería HDPE,2118.94,349.49,und,CONCREMAX,2024-08-14,20260405_232605,erp_odoo
Emulsión,4978.57,407.56,und,UNACEM,2024-03-18,20260405_232605,erp_odoo
Geomalla,3945.94,481.18,m2,YURA,2024-11-18,20260405_232605,erp_odoo
