id_proyecto,region,tipo_via,estado,contrato_soles,avance_pct,cpi,spi,_ingested_at,_source
PRY-0479,,Carretera Nacional,Paralizado,14193859.76,2.5,0.778,0.996,20260405_211439,sqlserver_indumaq
PRY-0480,Moquegua,Regional,Concluido,2823768.84,999.0,1.085,1.073,20260405_211439,sqlserver_indumaq
PRY-0481,Tacna,Bypass,NULL,11079365.05,68.9,0.933,0.896,20260405_211439,sqlserver_indumaq
PRY-0482,arequipa,Bypass,En ejecución,9331861.52,23.4,0.937,1.009,20260405_211439,sqlserver_indumaq
PRY-0483,Tacna,??,NULL,3184187.64,69.9,0.957,0.918,20260405_211439,sqlserver_indumaq
PRY-0484,,Carretera Nacional,Paralizado,589949.51,999.0,0.936,1.219,20260405_211439,sqlserver_indumaq
PRY-0485,Cusco,Carretera Nacional,en ejecucion,634624.53,2.6,1.058,0.954,20260405_211439,sqlserver_indumaq
PRY-0486,Cusco,Carretera Nacional,En ejecución,8215339.93,77.4,0.803,0.744,20260405_211439,sqlserver_indumaq
PRY-0487,Tacna,Regional,En ejecución,14170301.44,56.0,0.988,0.941,20260405_211439,sqlserver_indumaq
PRY-0488,AREQUIPA,??,en ejecucion,9842330.1,8.2,0.779,0.843,20260405_211439,sqlserver_indumaq
PRY-0489,Puno,Regional,en ejecucion,10857347.77,47.5,0.912,1.061,20260405_211439,sqlserver_indumaq
PRY-0490,Moquegua,Regional,En ejecución,7661049.56,28.7,0.733,0.755,20260405_211439,sqlserver_indumaq
PRY-0491,Moquegua,Bypass,en ejecucion,8937389.67,88.0,0.89,0.799,20260405_211439,sqlserver_indumaq
PRY-0492,Moquegua,Regional,en ejecucion,2332329.12,999.0,1.063,0.713,20260405_211439,sqlserver_indumaq
PRY-0493,Puno,Bypass,Paralizado,13213899.0,94.2,0.859,0.903,20260405_211439,sqlserver_indumaq
PRY-0494,Cusco,Carretera Nacional,En ejecución,11531493.12,54.6,1.226,0.677,20260405_211439,sqlserver_indumaq
PRY-0495,,Bypass,en ejecucion,14973884.82,32.4,0.911,0.81,20260405_211439,sqlserver_indumaq
PRY-0496,Cusco,Puente,Paralizado,4816982.74,81.4,0.838,0.887,20260405_211439,sqlserver_indumaq
PRY-0497,Moquegua,??,En ejecución,3791757.69,69.7,0.911,1.074,20260405_211439,sqlserver_indumaq
PRY-0498,AREQUIPA,Trocha,En ejecución,2314844.04,999.0,0.99,0.916,20260405_211439,sqlserver_indumaq
PRY-0499,,Carretera Nacional,En ejecución,14481041.47,63.0,1.102,0.961,20260405_211439,sqlserver_indumaq
PRY-0500,Cusco,Puente,en ejecucion,11822835.18,77.9,0.879,0.849,20260405_211439,sqlserver_indumaq
PRY-0501,Moquegua,Trocha,en ejecucion,2911706.9,85.2,1.173,1.053,20260405_211439,sqlserver_indumaq
PRY-0502,arequipa,Puente,Concluido,8513953.83,81.6,0.994,0.904,20260405_211439,sqlserver_indumaq
PRY-0503,Tacna,Trocha,Paralizado,6499639.02,16.6,0.908,1.099,20260405_211439,sqlserver_indumaq
PRY-0504,Tacna,Trocha,Concluido,2696547.11,82.8,0.632,0.811,20260405_211439,sqlserver_indumaq
PRY-0505,Cusco,Regional,NULL,2850058.28,5.9,0.82,1.044,20260405_211439,sqlserver_indumaq
PRY-0506,,Puente,Paralizado,14470314.92,20.0,0.925,0.657,20260405_211439,sqlserver_indumaq
PRY-0507,arequipa,??,Planificado,4921980.65,62.3,1.083,0.941,20260405_211439,sqlserver_indumaq
PRY-0508,Puno,Puente,Concluido,14150869.73,11.5,0.596,0.797,20260405_211439,sqlserver_indumaq
PRY-0509,AREQUIPA,Carretera Nacional,NULL,1596354.76,60.3,0.908,0.845,20260405_211439,sqlserver_indumaq
PRY-0510,Cusco,??,En ejecución,7181644.11,30.8,1.034,0.949,20260405_211439,sqlserver_indumaq
PRY-0511,,Bypass,NULL,2379476.2,42.9,1.097,0.909,20260405_211439,sqlserver_indumaq
PRY-0512,Arequipa,??,Planificado,569417.09,31.5,0.73,0.881,20260405_211439,sqlserver_indumaq
PRY-0513,AREQUIPA,??,Planificado,8529608.07,7.0,0.739,0.917,20260405_211439,sqlserver_indumaq
PRY-0514,Moquegua,??,Planificado,2151464.52,50.1,0.954,1.076,20260405_211439,sqlserver_indumaq
PRY-0515,Arequipa,Puente,Paralizado,10969355.7,96.4,0.945,1.211,20260405_211439,sqlserver_indumaq
PRY-0516,Cusco,Puente,en ejecucion,10622687.45,61.2,0.775,0.932,20260405_211439,sqlserver_indumaq
PRY-0517,Tacna,Carretera Nacional,en ejecucion,3056827.16,30.0,1.053,0.793,20260405_211439,sqlserver_indumaq
PRY-0518,Moquegua,Carretera Nacional,Planificado,14155261.08,95.6,1.053,0.801,20260405_211439,sqlserver_indumaq
PRY-0519,Cusco,Regional,en ejecucion,10955129.42,38.9,0.94,0.946,20260405_211439,sqlserver_indumaq
PRY-0520,Puno,??,NULL,4820568.83,69.8,0.991,0.801,20260405_211439,sqlserver_indumaq
PRY-0126,Arequipa,Puente,Paralizado,14978635.38,59.1,0.702,0.814,20260405_211439,sqlserver_indumaq
PRY-0107,Tacna,Carretera Nacional,Paralizado,6809558.8,46.1,0.691,0.983,20260405_211439,sqlserver_indumaq
PRY-0375,AREQUIPA,Trocha,en ejecucion,6737622.44,7.4,0.872,0.471,20260405_211439,sqlserver_indumaq
PRY-0337,,Trocha,en ejecucion,4531728.46,16.5,0.862,0.96,20260405_211439,sqlserver_indumaq
PRY-0074,Arequipa,Trocha,Concluido,11203197.41,50.8,0.838,0.97,20260405_211439,sqlserver_indumaq
PRY-0081,Cusco,Regional,Planificado,3312866.57,94.3,1.01,0.963,20260405_211439,sqlserver_indumaq
PRY-0047,Moquegua,Regional,Planificado,9035601.24,81.9,0.885,0.784,20260405_211439,sqlserver_indumaq
PRY-0424,AREQUIPA,Puente,Paralizado,2543191.58,999.0,0.78,0.946,20260405_211439,sqlserver_indumaq
PRY-0359,Puno,??,Paralizado,5438767.34,71.9,0.831,0.999,20260405_211439,sqlserver_indumaq
PRY-0050,arequipa,Carretera Nacional,Concluido,6369217.62,999.0,0.665,0.844,20260405_211439,sqlserver_indumaq
PRY-0390,,Puente,Concluido,4629305.72,97.0,0.973,0.937,20260405_211439,sqlserver_indumaq
PRY-0464,Cusco,Bypass,Concluido,1840498.61,5.6,1.212,0.974,20260405_211439,sqlserver_indumaq
PRY-0403,Cusco,Regional,NULL,5538165.19,10.6,0.6,0.857,20260405_211439,sqlserver_indumaq
PRY-0498,AREQUIPA,Trocha,En ejecución,2314844.04,999.0,0.99,0.916,20260405_211439,sqlserver_indumaq
PRY-0046,,Bypass,Planificado,14716763.65,11.5,0.906,0.889,20260405_211439,sqlserver_indumaq
PRY-0049,AREQUIPA,??,En ejecución,3370750.6,98.3,0.767,1.137,20260405_211439,sqlserver_indumaq
PRY-0330,Puno,Trocha,en ejecucion,1355837.06,65.8,0.901,0.834,20260405_211439,sqlserver_indumaq
PRY-0393,Moquegua,Trocha,Concluido,3128381.1,69.5,0.912,0.768,20260405_211439,sqlserver_indumaq
PRY-0418,Tacna,Regional,en ejecucion,12641232.45,96.7,0.798,0.98,20260405_211439,sqlserver_indumaq
PRY-0512,Arequipa,??,Planificado,569417.09,31.5,0.73,0.881,20260405_211439,sqlserver_indumaq
