tipo_falla,severidad,tiempo_parada_hrs,costo_reparacion,equipo_id,id_proyecto,fecha,_ingested_at,_source
Lluvia,critica,14.9,13539.63,EQ-1680,PRY-0406,2024-10-22,20260405_211439,sistema_hsec
Falla eléctrica,BAJA,7.5,19412.47,EQ-1500,PRY-0440,2024-02-10,20260405_211439,sistema_hsec
Rotura tubería,Media,8.4,10173.9,EQ-0702,PRY-0421,2024-11-27,20260405_211439,sistema_hsec
Falla mecánica,Baja,3.0,41725.8,EQ-0844,PRY-0117,2024-02-04,20260405_211439,sistema_hsec
Rotura tubería,Media,4.6,33553.24,EQ-1098,PRY-0436,2024-07-24,20260405_211439,sistema_hsec
Lluvia,Alta,2.4,47630.62,EQ-0837,PRY-0192,2024-01-18,20260405_211439,sistema_hsec
Rotura tubería,BAJA,8.3,35112.0,EQ-0563,PRY-0442,2024-11-28,20260405_211439,sistema_hsec
Falla software,Media,4.4,1706.59,EQ-1900,PRY-0411,2024-08-13,20260405_211439,sistema_hsec
Falla mecánica,Baja,12.2,48951.45,EQ-0365,PRY-0364,2024-02-02,20260405_211439,sistema_hsec
Falla eléctrica,Media,16.7,18343.62,EQ-1653,PRY-0059,2024-07-27,20260405_211439,sistema_hsec
Rotura tubería,BAJA,4.6,25535.89,EQ-0200,PRY-0183,2024-05-09,20260405_211439,sistema_hsec
Falla mecánica,BAJA,4.4,10467.35,EQ-0862,PRY-0394,2024-11-13,20260405_211439,sistema_hsec
Falla mecánica,Alta,17.1,3586.85,EQ-0380,PRY-0492,2024-06-21,20260405_211439,sistema_hsec
Accidente,Baja,9.5,20591.63,EQ-0411,PRY-0181,2024-05-19,20260405_211439,sistema_hsec
Falla software,BAJA,14.1,19937.31,EQ-1662,PRY-0291,2024-01-19,20260405_211439,sistema_hsec
Falla eléctrica,BAJA,2.8,14763.73,EQ-1949,PRY-0313,2024-12-05,20260405_211439,sistema_hsec
Accidente,Media,24.0,9552.02,EQ-0581,PRY-0492,2024-12-17,20260405_211439,sistema_hsec
Accidente,BAJA,0.5,20720.84,EQ-1307,PRY-0379,2024-02-14,20260405_211439,sistema_hsec
Accidente,Crítica,5.1,47056.02,EQ-1443,PRY-0206,2024-12-24,20260405_211439,sistema_hsec
Lluvia,Baja,10.2,13538.48,EQ-1353,PRY-0230,2024-08-12,20260405_211439,sistema_hsec
Falla mecánica,Baja,7.7,42498.84,EQ-0285,PRY-0270,2024-11-19,20260405_211439,sistema_hsec
Falla software,critica,5.3,24283.84,EQ-0254,PRY-0038,2024-04-01,20260405_211439,sistema_hsec
Accidente,BAJA,2.3,2922.88,EQ-1089,PRY-0346,2024-05-16,20260405_211439,sistema_hsec
Falla software,Baja,3.8,352.17,EQ-1526,PRY-0205,2024-09-08,20260405_211439,sistema_hsec
Deslizamiento,Alta,2.3,14975.53,EQ-0761,PRY-0121,2024-05-04,20260405_211439,sistema_hsec
Lluvia,BAJA,23.7,32308.21,EQ-1700,PRY-0233,2024-09-07,20260405_211439,sistema_hsec
Falla software,Media,6.6,20666.12,EQ-0108,PRY-0326,2024-03-06,20260405_211439,sistema_hsec
Lluvia,Media,6.4,38527.47,EQ-0236,PRY-0350,2024-11-08,20260405_211439,sistema_hsec
Accidente,Media,5.7,24373.65,EQ-0059,PRY-0376,2024-02-17,20260405_211439,sistema_hsec
Accidente,BAJA,7.2,34240.68,EQ-0815,PRY-0385,2024-01-21,20260405_211439,sistema_hsec
Lluvia,Baja,3.9,30163.45,EQ-0303,PRY-0449,2024-06-28,20260405_211439,sistema_hsec
Deslizamiento,Crítica,5.2,8405.77,EQ-1708,PRY-0167,2024-02-09,20260405_211439,sistema_hsec
Falla eléctrica,Media,5.4,46055.71,EQ-0279,PRY-0282,2024-07-01,20260405_211439,sistema_hsec
Deslizamiento,Baja,6.0,46006.26,EQ-1629,PRY-0380,2024-12-08,20260405_211439,sistema_hsec
Falla mecánica,BAJA,13.1,29986.76,EQ-1498,PRY-0147,2024-01-24,20260405_211439,sistema_hsec
Falla eléctrica,Baja,15.4,47364.73,EQ-0974,PRY-0498,2024-02-09,20260405_211439,sistema_hsec
Falla software,critica,10.9,42082.6,EQ-1081,PRY-0173,2024-10-30,20260405_211439,sistema_hsec
Deslizamiento,BAJA,3.1,45231.11,EQ-0764,PRY-0414,2024-12-31,20260405_211439,sistema_hsec
Lluvia,Media,6.5,608.09,EQ-1016,PRY-0068,2024-04-08,20260405_211439,sistema_hsec
Lluvia,Alta,4.4,8988.65,EQ-1187,PRY-0345,2024-12-19,20260405_211439,sistema_hsec
Falla eléctrica,Baja,13.2,35854.36,EQ-0047,PRY-0170,2024-12-16,20260405_211439,sistema_hsec
Lluvia,Alta,6.8,51335.18,EQ-0292,PRY-0122,2024-04-27,20260405_211439,sistema_hsec
Accidente,Baja,12.6,38131.42,EQ-0492,PRY-0450,2024-03-09,20260405_211439,sistema_hsec
Falla mecánica,BAJA,6.2,10775.46,EQ-0055,PRY-0446,2024-04-14,20260405_211439,sistema_hsec
Falla eléctrica,Alta,3.0,32296.46,EQ-0139,PRY-0440,2024-06-08,20260405_211439,sistema_hsec
Deslizamiento,BAJA,8.4,39587.75,EQ-1011,PRY-0357,2024-11-29,20260405_211439,sistema_hsec
Falla software,Media,4.5,44194.58,EQ-1230,PRY-0287,2024-01-28,20260405_211439,sistema_hsec
Falla eléctrica,BAJA,3.2,21158.99,EQ-1826,PRY-0406,2024-09-16,20260405_211439,sistema_hsec
Falla mecánica,Media,8.8,9319.59,EQ-0675,PRY-0287,2024-02-06,20260405_211439,sistema_hsec
Lluvia,Baja,1.0,31833.9,EQ-0018,PRY-0377,2024-03-18,20260405_211439,sistema_hsec
Falla mecánica,Media,0.0,7213.77,EQ-0519,PRY-0409,2024-03-02,20260405_211439,sistema_hsec
Lluvia,Alta,8.9,31059.22,EQ-1262,PRY-0033,2024-12-04,20260405_211439,sistema_hsec
Deslizamiento,Media,25.5,38896.27,EQ-1391,PRY-0179,2024-10-10,20260405_211439,sistema_hsec
Falla mecánica,Media,9.1,34612.04,EQ-1717,PRY-0314,2024-06-12,20260405_211439,sistema_hsec
Accidente,BAJA,30.6,53080.13,EQ-0329,PRY-0202,2024-12-03,20260405_211439,sistema_hsec
Falla software,critica,6.3,17462.79,EQ-0680,PRY-0014,2024-09-18,20260405_211439,sistema_hsec
Falla eléctrica,critica,19.3,29048.64,EQ-0931,PRY-0121,2024-07-02,20260405_211439,sistema_hsec
Deslizamiento,Baja,13.4,27125.7,EQ-0230,PRY-0075,2024-05-06,20260405_211439,sistema_hsec
Lluvia,Crítica,7.5,15545.77,EQ-0835,PRY-0277,2024-06-05,20260405_211439,sistema_hsec
Rotura tubería,Baja,7.9,30852.45,EQ-1363,PRY-0027,2024-08-15,20260405_211439,sistema_hsec
Accidente,BAJA,18.9,48611.17,EQ-1054,PRY-0124,2024-01-17,20260405_211439,sistema_hsec
Falla mecánica,Baja,2.3,45072.33,EQ-1686,PRY-0446,2024-12-27,20260405_211439,sistema_hsec
Lluvia,Baja,36.7,38296.58,EQ-1094,PRY-0418,2024-01-15,20260405_211439,sistema_hsec
Rotura tubería,Crítica,0.9,48280.86,EQ-0378,PRY-0113,2024-11-09,20260405_211439,sistema_hsec
Accidente,BAJA,18.6,20080.82,EQ-1680,PRY-0473,2024-10-22,20260405_211439,sistema_hsec
Lluvia,Alta,5.3,7226.09,EQ-1027,PRY-0406,2024-05-21,20260405_211439,sistema_hsec
Falla software,Crítica,4.0,49766.9,EQ-0544,PRY-0112,2024-08-15,20260405_211439,sistema_hsec
Falla eléctrica,Baja,1.9,9579.92,EQ-0457,PRY-0221,2024-02-02,20260405_211439,sistema_hsec
Falla software,Media,4.9,39613.63,EQ-0335,PRY-0287,2024-06-29,20260405_211439,sistema_hsec
Falla software,BAJA,9.9,41992.32,EQ-1749,PRY-0386,2024-02-05,20260405_211439,sistema_hsec
Falla eléctrica,Baja,4.0,28498.81,EQ-1703,PRY-0410,2024-08-14,20260405_211439,sistema_hsec
Rotura tubería,BAJA,6.7,17089.68,EQ-1981,PRY-0364,2024-09-23,20260405_211439,sistema_hsec
Rotura tubería,Alta,2.6,31777.81,EQ-0092,PRY-0323,2024-11-07,20260405_211439,sistema_hsec
Lluvia,Alta,4.9,7641.75,EQ-1066,PRY-0236,2024-10-18,20260405_211439,sistema_hsec
Lluvia,Alta,15.4,27418.53,EQ-1410,PRY-0357,2024-06-01,20260405_211439,sistema_hsec
Falla software,Baja,9.2,40734.71,EQ-0410,PRY-0046,2024-03-02,20260405_211439,sistema_hsec
Lluvia,Baja,2.2,53924.26,EQ-1411,PRY-0285,2024-02-22,20260405_211439,sistema_hsec
Falla eléctrica,BAJA,0.2,48602.46,EQ-1148,PRY-0398,2024-02-11,20260405_211439,sistema_hsec
Rotura tubería,critica,12.1,17760.43,EQ-1404,PRY-0100,2024-06-23,20260405_211439,sistema_hsec
Accidente,Media,-5.0,40252.07,EQ-1850,PRY-0314,2024-09-21,20260405_211439,sistema_hsec
Deslizamiento,critica,6.2,7010.91,EQ-1561,PRY-0189,2024-04-16,20260405_211439,sistema_hsec
Falla mecánica,Media,22.8,34571.9,EQ-0398,PRY-0032,2024-10-25,20260405_211439,sistema_hsec
Accidente,Baja,1.4,9393.05,EQ-1074,PRY-0199,2024-01-08,20260405_211439,sistema_hsec
Accidente,Alta,1.1,11599.25,EQ-0718,PRY-0455,2024-06-24,20260405_211439,sistema_hsec
Accidente,Baja,2.0,5071.91,EQ-1021,PRY-0063,2024-06-17,20260405_211439,sistema_hsec
Falla software,Media,5.3,43783.95,EQ-1033,PRY-0239,2024-02-29,20260405_211439,sistema_hsec
Falla mecánica,Alta,4.7,46768.56,EQ-0982,PRY-0425,2024-08-31,20260405_211439,sistema_hsec
Lluvia,critica,10.2,30860.93,EQ-0364,PRY-0245,2024-03-15,20260405_211439,sistema_hsec
Falla mecánica,Media,1.4,11887.0,EQ-0060,PRY-0421,2024-02-12,20260405_211439,sistema_hsec
Deslizamiento,Alta,5.9,38100.39,EQ-0848,PRY-0410,2024-04-18,20260405_211439,sistema_hsec
Falla eléctrica,Baja,23.9,12808.69,EQ-0600,PRY-0002,2024-09-11,20260405_211439,sistema_hsec
Falla software,Baja,20.9,46765.35,EQ-0376,PRY-0487,2024-10-23,20260405_211439,sistema_hsec
Lluvia,Alta,3.0,16318.78,EQ-0836,PRY-0309,2024-06-15,20260405_211439,sistema_hsec
Falla mecánica,Alta,1.4,37440.99,EQ-0570,PRY-0489,2024-06-25,20260405_211439,sistema_hsec
Falla mecánica,Baja,6.6,53032.08,EQ-1809,PRY-0019,2024-05-14,20260405_211439,sistema_hsec
Falla software,Media,3.5,6550.22,EQ-0656,PRY-0287,2024-03-12,20260405_211439,sistema_hsec
Accidente,Media,4.4,23639.5,EQ-0378,PRY-0388,2024-08-01,20260405_211439,sistema_hsec
Lluvia,Baja,7.9,43086.42,EQ-0053,PRY-0058,2024-02-13,20260405_211439,sistema_hsec
Accidente,Media,24.6,21111.04,EQ-0613,PRY-0050,2024-04-12,20260405_211439,sistema_hsec
Rotura tubería,BAJA,0.8,37649.65,EQ-0693,PRY-0331,2024-08-30,20260405_211439,sistema_hsec
Falla eléctrica,Media,36.5,40819.1,EQ-1572,PRY-0378,2024-08-16,20260405_211439,sistema_hsec
Accidente,Baja,4.4,23163.14,EQ-1634,PRY-0439,2024-05-13,20260405_211439,sistema_hsec
Deslizamiento,Media,3.4,19822.54,EQ-0376,PRY-0160,2024-11-22,20260405_211439,sistema_hsec
Falla mecánica,Alta,-5.0,23229.42,EQ-1216,PRY-0347,2024-03-03,20260405_211439,sistema_hsec
Accidente,Media,3.2,28978.46,EQ-0202,PRY-0014,2024-07-18,20260405_211439,sistema_hsec
Rotura tubería,Alta,12.2,39579.4,EQ-1932,PRY-0067,2024-03-13,20260405_211439,sistema_hsec
Falla software,BAJA,1.6,16738.35,EQ-1307,PRY-0023,2024-12-06,20260405_211439,sistema_hsec
Falla mecánica,Media,1.7,16417.45,EQ-1168,PRY-0234,2024-10-08,20260405_211439,sistema_hsec
Falla mecánica,BAJA,7.4,10327.69,EQ-0163,PRY-0470,2024-04-05,20260405_211439,sistema_hsec
Deslizamiento,Baja,-5.0,10185.79,EQ-1180,PRY-0263,2024-03-27,20260405_211439,sistema_hsec
Lluvia,Baja,2.6,53736.07,EQ-0166,PRY-0083,2024-02-18,20260405_211439,sistema_hsec
Rotura tubería,Baja,1.8,41080.43,EQ-1935,PRY-0205,2024-04-14,20260405_211439,sistema_hsec
Deslizamiento,Media,10.7,27053.94,EQ-1196,PRY-0211,2024-08-18,20260405_211439,sistema_hsec
Rotura tubería,Crítica,3.4,15964.73,EQ-0610,PRY-0031,2024-05-26,20260405_211439,sistema_hsec
Falla mecánica,BAJA,23.9,14108.2,EQ-1978,PRY-0075,2024-11-07,20260405_211439,sistema_hsec
Falla mecánica,Alta,6.3,42008.6,EQ-1698,PRY-0024,2024-01-27,20260405_211439,sistema_hsec
Accidente,Media,-5.0,12928.62,EQ-0731,PRY-0016,2024-01-17,20260405_211439,sistema_hsec
Falla mecánica,BAJA,8.3,45220.71,EQ-1810,PRY-0451,2024-01-01,20260405_211439,sistema_hsec
Falla software,Baja,23.1,21612.91,EQ-1139,PRY-0170,2024-08-03,20260405_211439,sistema_hsec
Rotura tubería,Alta,4.8,49692.22,EQ-1340,PRY-0486,2024-11-19,20260405_211439,sistema_hsec
Falla software,critica,0.0,33465.97,EQ-1462,PRY-0438,2024-11-09,20260405_211439,sistema_hsec
Falla mecánica,Media,4.1,54062.73,EQ-1581,PRY-0237,2024-01-04,20260405_211439,sistema_hsec
Falla mecánica,Baja,4.2,27142.28,EQ-0180,PRY-0075,2024-11-19,20260405_211439,sistema_hsec
Falla software,Media,16.5,25717.67,EQ-1028,PRY-0016,2024-06-21,20260405_211439,sistema_hsec
Falla mecánica,BAJA,15.6,47135.05,EQ-1952,PRY-0113,2024-09-19,20260405_211439,sistema_hsec
Lluvia,Alta,2.5,24217.54,EQ-0816,PRY-0065,2024-10-16,20260405_211439,sistema_hsec
Falla mecánica,Media,7.8,26259.06,EQ-1452,PRY-0445,2024-01-01,20260405_211439,sistema_hsec
Falla eléctrica,Media,5.3,45020.29,EQ-0416,PRY-0350,2024-06-30,20260405_211439,sistema_hsec
Falla mecánica,Crítica,15.2,42776.87,EQ-0417,PRY-0102,2024-01-31,20260405_211439,sistema_hsec
Rotura tubería,critica,12.2,44246.45,EQ-1153,PRY-0143,2024-11-09,20260405_211439,sistema_hsec
Accidente,Baja,14.4,5733.55,EQ-1807,PRY-0369,2024-09-17,20260405_211439,sistema_hsec
Falla mecánica,Alta,4.5,6305.59,EQ-0840,PRY-0402,2024-07-05,20260405_211439,sistema_hsec
Accidente,Media,21.7,7199.06,EQ-0420,PRY-0316,2024-06-19,20260405_211439,sistema_hsec
Falla software,BAJA,8.6,22766.98,EQ-1461,PRY-0420,2024-05-22,20260405_211439,sistema_hsec
Accidente,Baja,22.4,41022.17,EQ-0168,PRY-0260,2024-10-29,20260405_211439,sistema_hsec
Falla software,Alta,26.6,24456.34,EQ-0351,PRY-0368,2024-10-21,20260405_211439,sistema_hsec
Lluvia,Baja,2.9,791.03,EQ-1508,PRY-0470,2024-10-29,20260405_211439,sistema_hsec
Rotura tubería,Crítica,15.0,41130.6,EQ-1577,PRY-0035,2024-09-07,20260405_211439,sistema_hsec
Rotura tubería,Baja,10.6,4606.31,EQ-1222,PRY-0314,2024-03-31,20260405_211439,sistema_hsec
Falla eléctrica,Media,6.8,6297.01,EQ-0735,PRY-0102,2024-09-30,20260405_211439,sistema_hsec
Falla eléctrica,Baja,1.6,49974.29,EQ-1235,PRY-0452,2024-04-30,20260405_211439,sistema_hsec
Falla software,Alta,2.7,41871.48,EQ-0261,PRY-0069,2024-12-27,20260405_211439,sistema_hsec
Deslizamiento,Alta,3.9,32568.91,EQ-1323,PRY-0423,2024-04-27,20260405_211439,sistema_hsec
Falla eléctrica,Media,0.5,8331.67,EQ-0450,PRY-0495,2024-08-15,20260405_211439,sistema_hsec
Lluvia,Baja,8.3,28050.91,EQ-0102,PRY-0030,2024-07-14,20260405_211439,sistema_hsec
Deslizamiento,Baja,2.2,50483.58,EQ-0385,PRY-0344,2024-01-07,20260405_211439,sistema_hsec
Falla eléctrica,critica,14.9,29142.89,EQ-0936,PRY-0200,2024-03-13,20260405_211439,sistema_hsec
Falla mecánica,BAJA,13.4,45498.93,EQ-1948,PRY-0177,2024-09-13,20260405_211439,sistema_hsec
Accidente,Baja,-5.0,51042.11,EQ-0201,PRY-0281,2024-04-29,20260405_211439,sistema_hsec
Falla eléctrica,Media,7.5,52261.81,EQ-0997,PRY-0001,2024-10-22,20260405_211439,sistema_hsec
Falla software,BAJA,3.7,19177.43,EQ-1828,PRY-0117,2024-09-23,20260405_211439,sistema_hsec
Falla eléctrica,Alta,4.4,49234.96,EQ-1321,PRY-0066,2024-05-04,20260405_211439,sistema_hsec
Lluvia,critica,0.7,1698.27,EQ-0621,PRY-0014,2024-02-09,20260405_211439,sistema_hsec
Falla eléctrica,Alta,5.4,53917.14,EQ-0029,PRY-0208,2024-06-02,20260405_211439,sistema_hsec
Lluvia,Media,10.0,50740.47,EQ-0685,PRY-0169,2024-03-12,20260405_211439,sistema_hsec
Rotura tubería,Media,0.8,19764.82,EQ-0251,PRY-0062,2024-11-01,20260405_211439,sistema_hsec
Rotura tubería,Baja,39.8,34644.87,EQ-1831,PRY-0477,2024-09-30,20260405_211439,sistema_hsec
Rotura tubería,Crítica,2.5,52056.5,EQ-1718,PRY-0352,2024-11-05,20260405_211439,sistema_hsec
Lluvia,Alta,0.5,33991.33,EQ-0356,PRY-0413,2024-05-26,20260405_211439,sistema_hsec
Lluvia,critica,5.9,29689.67,EQ-0759,PRY-0475,2024-04-29,20260405_211439,sistema_hsec
Accidente,Baja,18.0,9254.39,EQ-0251,PRY-0370,2024-05-31,20260405_211439,sistema_hsec
Falla mecánica,Media,3.9,37023.59,EQ-1293,PRY-0209,2024-07-23,20260405_211439,sistema_hsec
Accidente,Baja,2.6,34613.67,EQ-1158,PRY-0456,2024-03-27,20260405_211439,sistema_hsec
Rotura tubería,Baja,11.4,39168.06,EQ-1191,PRY-0007,2024-07-30,20260405_211439,sistema_hsec
Rotura tubería,Alta,9.0,48613.4,EQ-0145,PRY-0278,2024-06-21,20260405_211439,sistema_hsec
Falla eléctrica,Media,4.5,47530.59,EQ-1268,PRY-0434,2024-06-09,20260405_211439,sistema_hsec
Lluvia,Alta,0.2,10214.79,EQ-0026,PRY-0361,2024-08-23,20260405_211439,sistema_hsec
Falla mecánica,Alta,26.6,28624.01,EQ-1023,PRY-0330,2024-07-26,20260405_211439,sistema_hsec
Deslizamiento,Baja,2.2,54646.01,EQ-0332,PRY-0262,2024-04-16,20260405_211439,sistema_hsec
Accidente,Alta,16.5,37479.82,EQ-1075,PRY-0125,2024-03-07,20260405_211439,sistema_hsec
Accidente,Media,1.5,13189.95,EQ-0408,PRY-0128,2024-05-05,20260405_211439,sistema_hsec
Falla software,Baja,0.5,38423.38,EQ-1027,PRY-0036,2024-08-29,20260405_211439,sistema_hsec
Falla mecánica,Media,0.3,45237.99,EQ-0054,PRY-0239,2024-05-30,20260405_211439,sistema_hsec
Deslizamiento,Baja,6.5,29205.69,EQ-1570,PRY-0208,2024-10-03,20260405_211439,sistema_hsec
Rotura tubería,Baja,5.3,45907.85,EQ-1334,PRY-0155,2024-01-01,20260405_211439,sistema_hsec
Deslizamiento,Alta,0.4,25625.32,EQ-1710,PRY-0135,2024-03-03,20260405_211439,sistema_hsec
Falla mecánica,Baja,19.0,379.22,EQ-1890,PRY-0191,2024-04-21,20260405_211439,sistema_hsec
Lluvia,Baja,13.5,34938.81,EQ-1756,PRY-0459,2024-01-10,20260405_211439,sistema_hsec
Falla mecánica,Media,7.7,8949.1,EQ-1396,PRY-0041,2024-09-07,20260405_211439,sistema_hsec
Falla mecánica,Baja,11.9,18297.93,EQ-1974,PRY-0422,2024-05-05,20260405_211439,sistema_hsec
Deslizamiento,Crítica,44.8,13087.07,EQ-0853,PRY-0145,2024-06-27,20260405_211439,sistema_hsec
Rotura tubería,BAJA,8.8,2371.55,EQ-0040,PRY-0337,2024-05-23,20260405_211439,sistema_hsec
Lluvia,Media,-5.0,19321.86,EQ-0473,PRY-0092,2024-03-09,20260405_211439,sistema_hsec
Deslizamiento,Alta,27.4,52629.53,EQ-0792,PRY-0085,2024-02-29,20260405_211439,sistema_hsec
Deslizamiento,BAJA,28.1,16693.08,EQ-1230,PRY-0369,2024-02-02,20260405_211439,sistema_hsec
Falla mecánica,Alta,9.1,53541.02,EQ-1391,PRY-0157,2024-01-03,20260405_211439,sistema_hsec
Falla software,Baja,11.8,33978.9,EQ-1796,PRY-0432,2024-01-08,20260405_211439,sistema_hsec
Falla eléctrica,Alta,5.4,1611.79,EQ-1474,PRY-0230,2024-04-16,20260405_211439,sistema_hsec
Lluvia,Media,6.4,46757.26,EQ-0715,PRY-0486,2024-02-16,20260405_211439,sistema_hsec
Rotura tubería,BAJA,-5.0,14502.59,EQ-0939,PRY-0415,2024-12-03,20260405_211439,sistema_hsec
Accidente,Alta,2.2,35975.69,EQ-1276,PRY-0400,2024-11-26,20260405_211439,sistema_hsec
Falla eléctrica,critica,3.3,36471.35,EQ-1745,PRY-0308,2024-05-02,20260405_211439,sistema_hsec
Deslizamiento,Alta,3.4,21227.23,EQ-0986,PRY-0195,2024-07-20,20260405_211439,sistema_hsec
Accidente,critica,13.2,4191.37,EQ-0195,PRY-0061,2024-11-14,20260405_211439,sistema_hsec
Accidente,Crítica,5.4,35938.79,EQ-1287,PRY-0120,2024-08-01,20260405_211439,sistema_hsec
Falla mecánica,Baja,0.7,16323.12,EQ-1785,PRY-0164,2024-08-24,20260405_211439,sistema_hsec
Falla mecánica,Media,8.3,17164.1,EQ-0731,PRY-0415,2024-05-08,20260405_211439,sistema_hsec
Rotura tubería,BAJA,0.0,21747.97,EQ-1887,PRY-0376,2024-03-04,20260405_211439,sistema_hsec
Accidente,BAJA,1.0,10654.86,EQ-0739,PRY-0358,2024-04-20,20260405_211439,sistema_hsec
Rotura tubería,Baja,1.6,39567.22,EQ-0157,PRY-0111,2024-10-11,20260405_211439,sistema_hsec
Falla mecánica,Media,8.1,31581.04,EQ-1406,PRY-0086,2024-05-31,20260405_211439,sistema_hsec
Lluvia,Crítica,12.3,26264.81,EQ-1283,PRY-0368,2024-01-28,20260405_211439,sistema_hsec
Falla eléctrica,Alta,6.9,26255.0,EQ-0898,PRY-0401,2024-04-13,20260405_211439,sistema_hsec
Rotura tubería,Media,2.9,26724.62,EQ-1981,PRY-0090,2024-01-13,20260405_211439,sistema_hsec
Falla eléctrica,Media,1.9,42579.19,EQ-1119,PRY-0346,2024-07-22,20260405_211439,sistema_hsec
Rotura tubería,Crítica,0.7,32692.65,EQ-0859,PRY-0431,2024-06-09,20260405_211439,sistema_hsec
Falla mecánica,Media,4.4,43337.17,EQ-0382,PRY-0271,2024-12-20,20260405_211439,sistema_hsec
Deslizamiento,Media,1.1,31886.54,EQ-1959,PRY-0372,2024-08-29,20260405_211439,sistema_hsec
Accidente,Alta,35.3,47456.31,EQ-1484,PRY-0188,2024-04-12,20260405_211439,sistema_hsec
Falla eléctrica,Media,4.4,18217.57,EQ-0598,PRY-0269,2024-09-24,20260405_211439,sistema_hsec
Deslizamiento,Media,0.9,30027.57,EQ-1542,PRY-0226,2024-12-23,20260405_211439,sistema_hsec
Falla mecánica,BAJA,11.7,33084.99,EQ-1625,PRY-0382,2024-02-22,20260405_211439,sistema_hsec
Rotura tubería,BAJA,5.0,5706.48,EQ-0795,PRY-0495,2024-01-04,20260405_211439,sistema_hsec
Falla eléctrica,Media,4.0,5510.98,EQ-0643,PRY-0397,2024-01-09,20260405_211439,sistema_hsec
Deslizamiento,Media,7.0,19216.96,EQ-0845,PRY-0103,2024-08-04,20260405_211439,sistema_hsec
Falla mecánica,BAJA,1.3,19388.11,EQ-0712,PRY-0113,2024-12-16,20260405_211439,sistema_hsec
Rotura tubería,Alta,7.4,47842.3,EQ-0015,PRY-0164,2024-12-29,20260405_211439,sistema_hsec
Accidente,Alta,12.9,42624.26,EQ-1264,PRY-0362,2024-03-08,20260405_211439,sistema_hsec
Rotura tubería,Alta,7.1,1448.85,EQ-0280,PRY-0235,2024-02-12,20260405_211439,sistema_hsec
Rotura tubería,Media,-5.0,8565.48,EQ-0943,PRY-0116,2024-09-14,20260405_211439,sistema_hsec
Accidente,Media,5.8,21685.49,EQ-0314,PRY-0178,2024-11-08,20260405_211439,sistema_hsec
Falla eléctrica,Media,3.0,27008.51,EQ-0941,PRY-0392,2024-08-25,20260405_211439,sistema_hsec
Falla eléctrica,BAJA,2.3,4433.66,EQ-1488,PRY-0160,2024-04-07,20260405_211439,sistema_hsec
Accidente,Crítica,11.7,46260.85,EQ-1984,PRY-0465,2024-02-01,20260405_211439,sistema_hsec
Lluvia,BAJA,3.5,25189.48,EQ-0098,PRY-0248,2024-03-01,20260405_211439,sistema_hsec
Lluvia,BAJA,4.3,14708.83,EQ-0705,PRY-0141,2024-09-27,20260405_211439,sistema_hsec
Rotura tubería,critica,74.9,9792.38,EQ-0907,PRY-0443,2024-02-19,20260405_211439,sistema_hsec
Lluvia,Baja,-5.0,16034.44,EQ-0243,PRY-0372,2024-07-09,20260405_211439,sistema_hsec
Falla mecánica,Baja,10.1,18271.48,EQ-1230,PRY-0121,2024-02-09,20260405_211439,sistema_hsec
Falla eléctrica,Alta,-5.0,31644.3,EQ-1461,PRY-0201,2024-04-16,20260405_211439,sistema_hsec
Deslizamiento,Baja,0.5,11710.6,EQ-0412,PRY-0233,2024-03-22,20260405_211439,sistema_hsec
Falla mecánica,Media,14.5,26095.61,EQ-1542,PRY-0476,2024-07-18,20260405_211439,sistema_hsec
Deslizamiento,Crítica,28.1,48283.95,EQ-0157,PRY-0460,2024-07-13,20260405_211439,sistema_hsec
Falla eléctrica,Media,1.8,40412.32,EQ-1744,PRY-0485,2024-04-25,20260405_211439,sistema_hsec
Falla mecánica,Alta,0.9,23180.85,EQ-0324,PRY-0406,2024-07-28,20260405_211439,sistema_hsec
Lluvia,Baja,9.8,49801.66,EQ-1989,PRY-0350,2024-08-02,20260405_211439,sistema_hsec
Lluvia,Media,1.1,27935.83,EQ-0995,PRY-0056,2024-05-18,20260405_211439,sistema_hsec
Rotura tubería,Baja,0.5,46807.34,EQ-0496,PRY-0180,2024-12-25,20260405_211439,sistema_hsec
Falla mecánica,Media,4.5,17645.93,EQ-1996,PRY-0049,2024-01-01,20260405_211439,sistema_hsec
Rotura tubería,Baja,1.7,22542.77,EQ-1125,PRY-0118,2024-09-24,20260405_211439,sistema_hsec
Lluvia,BAJA,8.2,27047.8,EQ-0552,PRY-0358,2024-08-25,20260405_211439,sistema_hsec
Falla mecánica,BAJA,3.8,22723.8,EQ-0490,PRY-0063,2024-09-25,20260405_211439,sistema_hsec
Rotura tubería,Media,3.6,19725.45,EQ-1922,PRY-0067,2024-06-29,20260405_211439,sistema_hsec
Deslizamiento,Baja,4.9,15734.73,EQ-1580,PRY-0341,2024-11-29,20260405_211439,sistema_hsec
Deslizamiento,Baja,3.1,30273.8,EQ-1805,PRY-0454,2024-10-06,20260405_211439,sistema_hsec
Falla software,Crítica,-5.0,2597.07,EQ-0763,PRY-0451,2024-12-01,20260405_211439,sistema_hsec
Lluvia,Media,0.7,53020.81,EQ-1749,PRY-0424,2024-01-08,20260405_211439,sistema_hsec
Deslizamiento,Crítica,19.8,26193.48,EQ-1942,PRY-0316,2024-12-02,20260405_211439,sistema_hsec
