equipo_id,tipo_equipo,horas_trabajadas,combustible_L,estado,eficiencia_pct,fecha_registro,_ingested_at,_source
EQ-1629,Grúa,2085.9,2352.2,null,55.5,2024-12-31,20260405_172418,iot_telemetry
EQ-1344,Pavimentadora,303.9,621.8,Mantenimiento,58.5,2024-11-22,20260405_172418,iot_telemetry
EQ-1519,Compactadora,1729.5,5313.5,OPERATIVO,78.9,2024-09-02,20260405_172418,iot_telemetry
EQ-1280,Motoniveladora,530.9,3110.0,Operativo,73.4,2024-09-25,20260405_172418,iot_telemetry
EQ-1516,Pavimentadora,1059.4,2989.9,Mantenimiento,99.8,2024-05-19,20260405_172418,iot_telemetry
EQ-1579,Motoniveladora,1236.9,1412.7,Operativo,54.3,2024-10-27,20260405_172418,iot_telemetry
EQ-0160,Compactadora,1195.2,5099.6,null,58.8,2024-08-06,20260405_172418,iot_telemetry
EQ-1561,Retroexcavadora,640.0,1081.8,Mantenimiento,90.7,2024-09-16,20260405_172418,iot_telemetry
EQ-1544,Volquete,18.9,560.0,Falla crítica,49.8,2024-08-12,20260405_172418,iot_telemetry
EQ-1850,Compactadora,557.0,2005.7,OPERATIVO,57.6,2024-11-25,20260405_172418,iot_telemetry
EQ-1049,Volquete,1611.1,1475.6,OPERATIVO,46.7,2024-01-04,20260405_172418,iot_telemetry
EQ-0645,Volquete,899.4,4434.9,Operativo,48.8,2024-08-31,20260405_172418,iot_telemetry
EQ-1500,Rodillo,644.0,3482.6,Operativo,48.3,2024-03-09,20260405_172418,iot_telemetry
EQ-0778,Rodillo,1853.3,4400.4,Operativo,104.5,2024-08-05,20260405_172418,iot_telemetry
EQ-1114,Grúa,1817.4,3342.2,Falla crítica,78.9,2024-05-15,20260405_172418,iot_telemetry
EQ-1905,Compactadora,1498.5,3292.6,Mantenimiento,59.6,2024-04-13,20260405_172418,iot_telemetry
EQ-0459,Pavimentadora,1469.7,479.3,Falla crítica,41.6,2024-01-14,20260405_172418,iot_telemetry
EQ-0380,Rodillo,1598.6,2209.5,Falla crítica,81.5,2024-02-20,20260405_172418,iot_telemetry
EQ-1556,Compactadora,1173.7,5492.3,En espera,55.9,2024-04-01,20260405_172418,iot_telemetry
EQ-0340,Grúa,368.5,2270.1,null,91.3,2024-09-27,20260405_172418,iot_telemetry
EQ-0871,Excavadora,573.0,3875.4,Mantenimiento,67.2,2024-10-28,20260405_172418,iot_telemetry
EQ-0388,Grúa,2088.7,1937.6,Mantenimiento,67.5,2024-12-12,20260405_172418,iot_telemetry
EQ-1420,Compactadora,2192.6,4521.0,Operativo,57.0,2024-05-22,20260405_172418,iot_telemetry
EQ-1138,Motoniveladora,1391.3,1772.4,En espera,91.7,2024-05-24,20260405_172418,iot_telemetry
EQ-1620,Volquete,479.8,631.9,En espera,56.2,2024-09-03,20260405_172418,iot_telemetry
EQ-1191,Motoniveladora,380.7,3266.1,null,58.0,2024-03-30,20260405_172418,iot_telemetry
EQ-0797,Grúa,1694.1,3325.9,OPERATIVO,61.1,2024-02-04,20260405_172418,iot_telemetry
EQ-1736,Volquete,981.1,4752.7,Mantenimiento,65.3,2024-09-30,20260405_172418,iot_telemetry
EQ-1299,Compactadora,2180.4,4411.6,Falla crítica,73.8,2024-02-15,20260405_172418,iot_telemetry
EQ-1041,Volquete,2121.9,4364.4,null,74.9,2024-07-08,20260405_172418,iot_telemetry
EQ-0885,Volquete,1754.7,3421.8,null,47.5,2024-11-12,20260405_172418,iot_telemetry
EQ-1859,Pavimentadora,292.2,520.8,null,104.5,2024-03-27,20260405_172418,iot_telemetry
EQ-1694,Grúa,1243.5,1150.6,Operativo,94.7,2024-07-23,20260405_172418,iot_telemetry
EQ-1122,Pavimentadora,596.9,382.1,Operativo,64.5,2024-04-12,20260405_172418,iot_telemetry
EQ-0513,Retroexcavadora,339.1,436.3,OPERATIVO,59.3,2024-07-04,20260405_172418,iot_telemetry
EQ-0748,Pavimentadora,814.6,590.3,Mantenimiento,41.1,2024-08-08,20260405_172418,iot_telemetry
EQ-1021,Grúa,1933.1,4723.1,null,100.5,2024-04-12,20260405_172418,iot_telemetry
EQ-0325,Volquete,413.7,4214.9,En espera,73.9,2024-03-02,20260405_172418,iot_telemetry
EQ-1691,Pavimentadora,1476.7,2221.5,Operativo,93.1,2024-06-24,20260405_172418,iot_telemetry
EQ-1888,Excavadora,1761.4,1152.7,Mantenimiento,82.8,2024-10-23,20260405_172418,iot_telemetry
EQ-0357,Excavadora,1009.6,3196.1,Mantenimiento,62.3,2024-11-24,20260405_172418,iot_telemetry
EQ-1870,Rodillo,1312.8,326.1,Falla crítica,55.6,2024-04-15,20260405_172418,iot_telemetry
EQ-1789,Motoniveladora,1675.0,4407.0,null,78.6,2024-03-11,20260405_172418,iot_telemetry
EQ-0533,Compactadora,175.5,5298.7,OPERATIVO,91.2,2024-08-01,20260405_172418,iot_telemetry
EQ-1656,Excavadora,196.4,283.5,OPERATIVO,69.7,2024-03-02,20260405_172418,iot_telemetry
EQ-1557,Grúa,2040.1,631.5,null,87.0,2024-06-06,20260405_172418,iot_telemetry
EQ-1750,Volquete,1659.2,5258.4,En espera,97.4,2024-11-05,20260405_172418,iot_telemetry
EQ-1620,Compactadora,323.6,153.3,En espera,42.3,2024-08-17,20260405_172418,iot_telemetry
EQ-0451,Compactadora,490.4,588.3,null,41.1,2024-09-28,20260405_172418,iot_telemetry
EQ-1977,Grúa,1251.4,2589.7,En espera,65.3,2024-07-14,20260405_172418,iot_telemetry
EQ-0392,Pavimentadora,1685.1,2619.2,Mantenimiento,49.2,2024-08-15,20260405_172418,iot_telemetry
EQ-0394,Pavimentadora,2156.0,1225.2,OPERATIVO,64.4,2024-09-02,20260405_172418,iot_telemetry
EQ-1536,Motoniveladora,877.0,2192.6,Operativo,60.3,2024-02-20,20260405_172418,iot_telemetry
EQ-1042,Compactadora,1696.9,328.3,null,86.2,2024-07-15,20260405_172418,iot_telemetry
EQ-1836,Excavadora,1524.1,2859.8,OPERATIVO,94.3,2024-07-18,20260405_172418,iot_telemetry
EQ-0170,Retroexcavadora,2080.3,5345.7,Operativo,85.6,2024-05-27,20260405_172418,iot_telemetry
EQ-0795,Grúa,961.0,1319.6,Operativo,64.7,2024-10-16,20260405_172418,iot_telemetry
EQ-1162,Volquete,467.7,5057.8,Operativo,83.9,2024-11-09,20260405_172418,iot_telemetry
EQ-0304,Retroexcavadora,1339.8,790.2,Mantenimiento,51.4,2024-07-24,20260405_172418,iot_telemetry
EQ-1590,Compactadora,878.5,4124.4,En espera,61.7,2024-11-29,20260405_172418,iot_telemetry
EQ-0849,Motoniveladora,1511.3,2245.7,Operativo,54.4,2024-04-22,20260405_172418,iot_telemetry
EQ-1234,Grúa,754.1,1500.6,En espera,56.5,2024-02-10,20260405_172418,iot_telemetry
EQ-0772,Volquete,1698.6,5066.5,null,98.9,2024-05-20,20260405_172418,iot_telemetry
EQ-0639,Excavadora,651.9,3067.4,Operativo,103.2,2024-11-21,20260405_172418,iot_telemetry
EQ-1633,Pavimentadora,1808.9,1959.7,Falla crítica,49.5,2024-05-16,20260405_172418,iot_telemetry
EQ-0991,Excavadora,1719.6,5262.5,OPERATIVO,77.6,2024-05-04,20260405_172418,iot_telemetry
EQ-1213,Pavimentadora,1257.1,3525.6,Operativo,57.8,2024-03-29,20260405_172418,iot_telemetry
EQ-0587,Excavadora,69.1,4249.6,En espera,102.9,2024-10-14,20260405_172418,iot_telemetry
EQ-1473,Pavimentadora,1506.0,4654.0,Mantenimiento,86.8,2024-12-14,20260405_172418,iot_telemetry
EQ-0917,Rodillo,1420.6,3090.7,Mantenimiento,56.3,2024-07-20,20260405_172418,iot_telemetry
EQ-1603,Retroexcavadora,1178.1,4690.2,En espera,84.9,2024-03-24,20260405_172418,iot_telemetry
EQ-1805,Compactadora,381.5,601.9,Mantenimiento,61.3,2024-04-14,20260405_172418,iot_telemetry
EQ-0485,Retroexcavadora,1422.1,4479.3,OPERATIVO,97.7,2024-01-08,20260405_172418,iot_telemetry
EQ-0283,Excavadora,874.2,4154.9,Mantenimiento,78.0,2024-03-11,20260405_172418,iot_telemetry
EQ-1937,Grúa,1152.8,1247.5,OPERATIVO,71.8,2024-07-18,20260405_172418,iot_telemetry
EQ-1959,Pavimentadora,937.2,605.5,Mantenimiento,73.0,2024-03-31,20260405_172418,iot_telemetry
EQ-0908,Grúa,1790.2,1517.1,OPERATIVO,85.5,2024-10-29,20260405_172418,iot_telemetry
EQ-1428,Grúa,1335.4,3395.2,OPERATIVO,103.9,2024-10-25,20260405_172418,iot_telemetry
EQ-1200,Grúa,806.4,3670.2,null,100.5,2024-03-01,20260405_172418,iot_telemetry
EQ-0961,Grúa,1829.9,1512.4,Operativo,54.7,2024-03-09,20260405_172418,iot_telemetry
EQ-1076,Motoniveladora,493.0,4956.8,Operativo,52.9,2024-11-10,20260405_172418,iot_telemetry
EQ-0974,Pavimentadora,674.1,167.0,Mantenimiento,83.5,2024-08-25,20260405_172418,iot_telemetry
EQ-0406,Volquete,1602.6,3335.2,Falla crítica,62.2,2024-02-17,20260405_172418,iot_telemetry
EQ-1451,Grúa,562.2,3755.5,null,89.2,2024-12-12,20260405_172418,iot_telemetry
EQ-1942,Pavimentadora,2159.6,5187.4,Operativo,72.5,2024-02-15,20260405_172418,iot_telemetry
EQ-1393,Pavimentadora,356.5,900.2,Operativo,64.6,2024-03-21,20260405_172418,iot_telemetry
EQ-0415,Retroexcavadora,771.6,5302.3,Mantenimiento,100.4,2024-02-20,20260405_172418,iot_telemetry
EQ-1179,Volquete,1673.6,3484.4,En espera,96.5,2024-03-08,20260405_172418,iot_telemetry
EQ-1384,Grúa,205.1,4599.1,Falla crítica,79.5,2024-07-25,20260405_172418,iot_telemetry
EQ-0073,Grúa,871.7,4979.0,Falla crítica,51.1,2024-10-28,20260405_172418,iot_telemetry
EQ-0256,Rodillo,179.4,4857.5,En espera,42.4,2024-02-20,20260405_172418,iot_telemetry
EQ-0310,Grúa,986.7,3690.8,Falla crítica,47.3,2024-11-08,20260405_172418,iot_telemetry
EQ-1441,Compactadora,863.7,1614.9,En espera,104.1,2024-06-16,20260405_172418,iot_telemetry
EQ-0978,Motoniveladora,619.0,3562.6,null,60.1,2024-07-05,20260405_172418,iot_telemetry
EQ-1609,Retroexcavadora,242.9,4927.1,Mantenimiento,42.2,2024-12-23,20260405_172418,iot_telemetry
EQ-0462,Compactadora,1588.0,4507.2,Operativo,84.0,2024-08-22,20260405_172418,iot_telemetry
EQ-1245,Pavimentadora,1029.2,3977.4,Falla crítica,65.3,2024-10-04,20260405_172418,iot_telemetry
EQ-0123,Motoniveladora,1687.8,4788.0,Mantenimiento,91.5,2024-08-17,20260405_172418,iot_telemetry
EQ-1496,Compactadora,15.5,1351.3,null,97.9,2024-06-15,20260405_172418,iot_telemetry
EQ-0466,Compactadora,722.0,994.6,En espera,86.4,2024-12-22,20260405_172418,iot_telemetry
EQ-1273,Grúa,1351.5,5111.6,Mantenimiento,102.9,2024-03-31,20260405_172418,iot_telemetry
EQ-1777,Compactadora,2134.1,2311.6,Falla crítica,104.7,2024-07-03,20260405_172418,iot_telemetry
EQ-1287,Pavimentadora,1212.5,124.3,Operativo,61.1,2024-02-16,20260405_172418,iot_telemetry
EQ-1370,Excavadora,2093.4,2324.3,null,56.3,2024-11-17,20260405_172418,iot_telemetry
EQ-1374,Grúa,1157.3,4993.1,Operativo,75.9,2024-01-31,20260405_172418,iot_telemetry
EQ-1878,Pavimentadora,1613.2,3076.9,Operativo,88.9,2024-05-15,20260405_172418,iot_telemetry
EQ-1964,Volquete,389.5,4675.3,null,92.0,2024-12-27,20260405_172418,iot_telemetry
EQ-0141,Excavadora,1312.0,5294.2,Operativo,94.6,2024-02-29,20260405_172418,iot_telemetry
EQ-1240,Rodillo,2175.5,2276.0,null,75.7,2024-03-31,20260405_172418,iot_telemetry
EQ-0116,Rodillo,-1.0,5344.6,Operativo,74.5,2024-09-30,20260405_172418,iot_telemetry
EQ-1425,Volquete,825.8,3306.9,Mantenimiento,68.9,2024-07-19,20260405_172418,iot_telemetry
EQ-0158,Motoniveladora,2185.0,3700.3,null,101.2,2024-04-18,20260405_172418,iot_telemetry
EQ-1878,Rodillo,1794.7,2794.8,Falla crítica,63.2,2024-11-26,20260405_172418,iot_telemetry
EQ-0497,Grúa,1804.9,4704.8,En espera,102.1,2024-07-19,20260405_172418,iot_telemetry
EQ-1686,Volquete,1966.3,1773.4,Mantenimiento,90.6,2024-11-30,20260405_172418,iot_telemetry
EQ-0799,Rodillo,63.8,393.5,En espera,67.5,2024-09-27,20260405_172418,iot_telemetry
EQ-0591,Excavadora,1558.0,5124.6,Operativo,90.6,2024-08-08,20260405_172418,iot_telemetry
EQ-0823,Volquete,1080.3,2090.6,En espera,75.5,2024-11-30,20260405_172418,iot_telemetry
EQ-0663,Motoniveladora,569.3,1267.4,OPERATIVO,89.8,2024-03-12,20260405_172418,iot_telemetry
EQ-0097,Excavadora,94.9,924.9,OPERATIVO,67.7,2024-08-19,20260405_172418,iot_telemetry
EQ-1668,Pavimentadora,734.5,4552.8,Mantenimiento,83.1,2024-09-10,20260405_172418,iot_telemetry
EQ-1980,Excavadora,761.3,1510.6,Mantenimiento,59.9,2024-02-14,20260405_172418,iot_telemetry
EQ-0350,Motoniveladora,1177.7,2028.7,Mantenimiento,65.6,2024-05-22,20260405_172418,iot_telemetry
EQ-1397,Rodillo,1886.6,586.0,En espera,50.0,2024-11-30,20260405_172418,iot_telemetry
EQ-1591,Pavimentadora,1004.9,249.9,Falla crítica,71.8,2024-10-19,20260405_172418,iot_telemetry
EQ-0918,Rodillo,764.8,5101.1,Operativo,54.4,2024-08-03,20260405_172418,iot_telemetry
EQ-1948,Excavadora,1188.6,721.3,OPERATIVO,95.1,2024-02-04,20260405_172418,iot_telemetry
EQ-0835,Excavadora,989.9,1877.4,Mantenimiento,80.6,2024-10-30,20260405_172418,iot_telemetry
EQ-0192,Volquete,921.2,4098.6,OPERATIVO,96.6,2024-03-09,20260405_172418,iot_telemetry
EQ-1057,Pavimentadora,665.9,3175.2,OPERATIVO,61.6,2024-02-24,20260405_172418,iot_telemetry
EQ-1983,Retroexcavadora,1578.9,2878.6,Operativo,101.4,2024-03-27,20260405_172418,iot_telemetry
EQ-0735,Compactadora,1956.2,2150.6,OPERATIVO,73.0,2024-10-28,20260405_172418,iot_telemetry
EQ-1213,Grúa,1476.7,4978.8,Falla crítica,76.9,2024-07-09,20260405_172418,iot_telemetry
EQ-0528,Grúa,2165.7,186.2,Operativo,97.8,2024-11-07,20260405_172418,iot_telemetry
EQ-0317,Motoniveladora,1049.1,1822.3,Operativo,95.9,2024-03-17,20260405_172418,iot_telemetry
EQ-0027,Motoniveladora,815.9,4294.0,En espera,84.4,2024-02-03,20260405_172418,iot_telemetry
EQ-0598,Volquete,1158.2,3786.4,En espera,99.8,2024-03-21,20260405_172418,iot_telemetry
EQ-1895,Rodillo,78.9,554.1,Falla crítica,86.1,2024-12-08,20260405_172418,iot_telemetry
EQ-1986,Volquete,1468.6,1004.2,OPERATIVO,59.1,2024-06-13,20260405_172418,iot_telemetry
EQ-1882,Motoniveladora,478.1,1433.2,Mantenimiento,47.3,2024-02-14,20260405_172418,iot_telemetry
EQ-0193,Compactadora,487.1,4539.3,En espera,72.3,2024-01-26,20260405_172418,iot_telemetry
EQ-1341,Compactadora,1325.5,790.9,Operativo,91.0,2024-07-14,20260405_172418,iot_telemetry
EQ-0256,Rodillo,1544.6,4971.3,En espera,90.1,2024-09-22,20260405_172418,iot_telemetry
EQ-0855,Excavadora,1048.6,3842.1,OPERATIVO,84.8,2024-01-13,20260405_172418,iot_telemetry
EQ-0749,Retroexcavadora,1828.1,4264.8,Mantenimiento,91.5,2024-09-07,20260405_172418,iot_telemetry
EQ-1273,Compactadora,82.0,5349.5,Falla crítica,65.6,2024-10-11,20260405_172418,iot_telemetry
EQ-1154,Motoniveladora,2018.9,3835.9,En espera,77.3,2024-09-29,20260405_172418,iot_telemetry
EQ-0922,Excavadora,388.1,1821.8,null,78.2,2024-06-12,20260405_172418,iot_telemetry
EQ-0613,Compactadora,1982.4,2536.6,En espera,57.8,2024-07-18,20260405_172418,iot_telemetry
EQ-1576,Pavimentadora,138.2,4332.4,null,102.4,2024-12-03,20260405_172418,iot_telemetry
EQ-0316,Rodillo,791.1,1830.3,null,80.8,2024-02-05,20260405_172418,iot_telemetry
EQ-0892,Rodillo,709.4,5094.9,Falla crítica,54.7,2024-04-24,20260405_172418,iot_telemetry
EQ-0646,Retroexcavadora,828.5,2864.8,null,85.0,2024-02-10,20260405_172418,iot_telemetry
EQ-1379,Retroexcavadora,1257.9,1719.0,En espera,84.9,2024-04-18,20260405_172418,iot_telemetry
EQ-1585,Excavadora,1871.9,384.7,En espera,93.0,2024-10-30,20260405_172418,iot_telemetry
EQ-0504,Pavimentadora,1881.7,3142.1,Operativo,83.0,2024-05-17,20260405_172418,iot_telemetry
EQ-1055,Retroexcavadora,1856.4,1227.5,OPERATIVO,62.9,2024-02-27,20260405_172418,iot_telemetry
EQ-0332,Motoniveladora,1244.1,3149.8,OPERATIVO,92.7,2024-10-30,20260405_172418,iot_telemetry
EQ-0486,Compactadora,1554.9,459.6,En espera,68.2,2024-02-21,20260405_172418,iot_telemetry
EQ-1201,Motoniveladora,1914.5,2761.6,OPERATIVO,75.8,2024-05-29,20260405_172418,iot_telemetry
EQ-1723,Pavimentadora,447.1,4478.9,En espera,42.7,2024-05-10,20260405_172418,iot_telemetry
EQ-0960,Grúa,874.6,4321.8,Falla crítica,98.5,2024-08-06,20260405_172418,iot_telemetry
EQ-1469,Rodillo,1162.9,2634.3,Operativo,50.0,2024-08-28,20260405_172418,iot_telemetry
EQ-0119,Volquete,558.5,2203.0,null,94.9,2024-09-12,20260405_172418,iot_telemetry
EQ-0301,Rodillo,933.3,5023.5,Falla crítica,50.6,2024-08-13,20260405_172418,iot_telemetry
EQ-0139,Pavimentadora,2099.6,1555.9,Falla crítica,66.8,2024-01-16,20260405_172418,iot_telemetry
EQ-0794,Pavimentadora,852.5,4670.5,Falla crítica,86.2,2024-04-23,20260405_172418,iot_telemetry
EQ-1560,Pavimentadora,1648.5,5047.3,En espera,41.2,2024-02-04,20260405_172418,iot_telemetry
EQ-0979,Compactadora,266.3,2817.8,En espera,43.1,2024-10-04,20260405_172418,iot_telemetry
EQ-0895,Compactadora,864.1,1078.0,OPERATIVO,41.1,2024-07-13,20260405_172418,iot_telemetry
EQ-1229,Compactadora,568.6,3595.7,Falla crítica,85.1,2024-07-24,20260405_172418,iot_telemetry
EQ-0538,Compactadora,12.5,1068.4,Operativo,41.8,2024-12-31,20260405_172418,iot_telemetry
EQ-1991,Rodillo,1732.5,715.8,Falla crítica,87.7,2024-06-16,20260405_172418,iot_telemetry
EQ-0332,Grúa,734.7,392.0,Falla crítica,69.5,2024-07-11,20260405_172418,iot_telemetry
EQ-1580,Volquete,1426.8,3715.4,Operativo,45.4,2024-04-23,20260405_172418,iot_telemetry
EQ-0045,Grúa,1720.2,1072.1,En espera,86.7,2024-12-06,20260405_172418,iot_telemetry
EQ-1108,Pavimentadora,306.0,4830.7,Mantenimiento,88.1,2024-12-09,20260405_172418,iot_telemetry
EQ-0584,Motoniveladora,1142.6,2377.6,En espera,61.3,2024-03-29,20260405_172418,iot_telemetry
EQ-0849,Pavimentadora,1323.2,225.0,Mantenimiento,101.7,2024-10-23,20260405_172418,iot_telemetry
EQ-0410,Excavadora,443.0,5123.0,null,57.8,2024-01-23,20260405_172418,iot_telemetry
EQ-0820,Compactadora,394.3,3811.9,null,47.1,2024-07-03,20260405_172418,iot_telemetry
EQ-1674,Excavadora,1117.8,4831.9,Operativo,78.4,2024-09-07,20260405_172418,iot_telemetry
EQ-0458,Pavimentadora,100.6,2426.5,Mantenimiento,84.6,2024-09-25,20260405_172418,iot_telemetry
EQ-0329,Rodillo,1029.3,4164.6,null,56.0,2024-12-13,20260405_172418,iot_telemetry
EQ-1985,Retroexcavadora,730.4,551.7,En espera,78.4,2024-02-04,20260405_172418,iot_telemetry
EQ-1495,Retroexcavadora,317.4,4951.9,OPERATIVO,74.6,2024-11-02,20260405_172418,iot_telemetry
EQ-0123,Retroexcavadora,1768.3,2910.5,En espera,100.7,2024-04-19,20260405_172418,iot_telemetry
EQ-1007,Excavadora,2019.1,849.3,null,44.6,2024-12-24,20260405_172418,iot_telemetry
EQ-1156,Motoniveladora,1806.4,4935.5,Falla crítica,104.2,2024-02-27,20260405_172418,iot_telemetry
EQ-0461,Motoniveladora,131.1,1053.3,Mantenimiento,67.7,2024-03-29,20260405_172418,iot_telemetry
EQ-0093,Excavadora,2100.5,2166.1,Mantenimiento,81.0,2024-07-13,20260405_172418,iot_telemetry
EQ-0543,Pavimentadora,400.2,3720.8,Falla crítica,86.3,2024-07-13,20260405_172418,iot_telemetry
EQ-1202,Rodillo,1997.3,3727.2,Mantenimiento,82.9,2024-02-23,20260405_172418,iot_telemetry
EQ-1057,Grúa,338.8,4540.9,Mantenimiento,104.1,2024-04-03,20260405_172418,iot_telemetry
EQ-1791,Grúa,786.7,1402.6,Falla crítica,82.2,2024-12-09,20260405_172418,iot_telemetry
EQ-1610,Pavimentadora,1911.4,2559.2,En espera,72.0,2024-08-17,20260405_172418,iot_telemetry
EQ-1730,Grúa,1686.5,3183.4,Falla crítica,63.1,2024-12-09,20260405_172418,iot_telemetry
EQ-1026,Volquete,944.3,750.7,OPERATIVO,48.2,2024-09-15,20260405_172418,iot_telemetry
EQ-1462,Pavimentadora,936.9,272.5,OPERATIVO,97.3,2024-08-12,20260405_172418,iot_telemetry
EQ-0357,Rodillo,1419.0,2161.3,Mantenimiento,91.6,2024-03-18,20260405_172418,iot_telemetry
EQ-1747,Volquete,-1.0,1087.3,null,69.1,2024-03-14,20260405_172418,iot_telemetry
EQ-0881,Pavimentadora,1722.4,4520.9,Mantenimiento,97.0,2024-10-27,20260405_172418,iot_telemetry
EQ-0314,Rodillo,909.3,4630.5,En espera,95.9,2024-12-17,20260405_172418,iot_telemetry
EQ-0824,Retroexcavadora,1927.6,3612.5,Operativo,67.7,2024-06-04,20260405_172418,iot_telemetry
EQ-1482,Compactadora,2075.0,4258.2,Falla crítica,104.0,2024-02-15,20260405_172418,iot_telemetry
EQ-0622,Grúa,1320.9,3426.6,Falla crítica,95.4,2024-04-17,20260405_172418,iot_telemetry
EQ-1655,Motoniveladora,1197.8,4610.4,OPERATIVO,95.6,2024-07-06,20260405_172418,iot_telemetry
EQ-1036,Volquete,1212.5,1353.3,En espera,87.4,2024-10-29,20260405_172418,iot_telemetry
EQ-1351,Grúa,550.5,3131.7,OPERATIVO,50.0,2024-09-21,20260405_172418,iot_telemetry
EQ-1247,Excavadora,1005.7,1666.4,Operativo,56.2,2024-06-22,20260405_172418,iot_telemetry
EQ-0250,Volquete,1219.0,1514.8,Falla crítica,66.7,2024-07-01,20260405_172418,iot_telemetry
EQ-0791,Rodillo,454.6,1702.1,Mantenimiento,99.9,2024-01-03,20260405_172418,iot_telemetry
EQ-0886,Pavimentadora,858.6,3576.7,null,88.4,2024-02-05,20260405_172418,iot_telemetry
EQ-0799,Retroexcavadora,1061.0,3569.8,Mantenimiento,52.6,2024-10-19,20260405_172418,iot_telemetry
EQ-1129,Grúa,893.7,82.2,null,58.9,2024-12-02,20260405_172418,iot_telemetry
EQ-0090,Compactadora,532.9,3700.5,OPERATIVO,40.6,2024-08-18,20260405_172418,iot_telemetry
EQ-0915,Grúa,2108.4,2618.4,Mantenimiento,62.0,2024-08-26,20260405_172418,iot_telemetry
EQ-0832,Motoniveladora,928.4,772.6,Falla crítica,58.5,2024-12-11,20260405_172418,iot_telemetry
EQ-0523,Volquete,1193.5,5213.8,Operativo,55.3,2024-11-30,20260405_172418,iot_telemetry
EQ-0926,Rodillo,1410.0,3805.5,null,45.6,2024-08-24,20260405_172418,iot_telemetry
EQ-0729,Rodillo,1119.0,488.8,null,103.7,2024-05-03,20260405_172418,iot_telemetry
EQ-1019,Pavimentadora,1748.2,956.3,Mantenimiento,64.2,2024-02-08,20260405_172418,iot_telemetry
EQ-1679,Retroexcavadora,1408.1,5067.2,Falla crítica,79.0,2024-03-03,20260405_172418,iot_telemetry
EQ-0630,Volquete,878.2,4914.9,En espera,54.5,2024-09-12,20260405_172418,iot_telemetry
EQ-1619,Volquete,1082.4,2754.0,Mantenimiento,57.8,2024-04-04,20260405_172418,iot_telemetry
EQ-1771,Rodillo,430.2,3364.7,Mantenimiento,45.5,2024-10-28,20260405_172418,iot_telemetry
EQ-1634,Pavimentadora,1648.3,1448.2,En espera,75.0,2024-09-15,20260405_172418,iot_telemetry
EQ-1050,Pavimentadora,1508.6,1172.1,null,91.3,2024-12-05,20260405_172418,iot_telemetry
EQ-1742,Motoniveladora,38.1,4539.4,En espera,51.2,2024-03-24,20260405_172418,iot_telemetry
EQ-1378,Rodillo,2044.9,1226.1,null,67.3,2024-09-15,20260405_172418,iot_telemetry
EQ-1165,Grúa,532.0,1966.5,null,62.8,2024-02-29,20260405_172418,iot_telemetry
EQ-0463,Compactadora,1762.5,3197.6,Operativo,88.2,2024-05-04,20260405_172418,iot_telemetry
EQ-0756,Pavimentadora,900.0,2387.1,En espera,63.8,2024-10-19,20260405_172418,iot_telemetry
EQ-1193,Retroexcavadora,1545.1,2061.3,null,82.4,2024-03-21,20260405_172418,iot_telemetry
EQ-0545,Rodillo,230.2,3371.9,null,40.1,2024-05-14,20260405_172418,iot_telemetry
EQ-0996,Compactadora,1327.7,4263.0,Falla crítica,87.2,2024-08-02,20260405_172418,iot_telemetry
EQ-0832,Grúa,1772.5,451.6,Operativo,100.6,2024-12-12,20260405_172418,iot_telemetry
EQ-1806,Grúa,1932.0,929.1,En espera,78.4,2024-12-03,20260405_172418,iot_telemetry
EQ-0333,Pavimentadora,629.0,5249.8,OPERATIVO,102.3,2024-10-18,20260405_172418,iot_telemetry
EQ-1894,Grúa,339.1,3981.7,OPERATIVO,42.1,2024-09-25,20260405_172418,iot_telemetry
EQ-0139,Volquete,607.9,2882.1,Falla crítica,91.4,2024-11-28,20260405_172418,iot_telemetry
EQ-1877,Retroexcavadora,1811.4,3983.3,Operativo,77.7,2024-01-08,20260405_172418,iot_telemetry
EQ-1632,Rodillo,834.9,3975.0,Mantenimiento,101.7,2024-02-05,20260405_172418,iot_telemetry
EQ-1632,Compactadora,1530.0,82.4,Falla crítica,48.2,2024-12-15,20260405_172418,iot_telemetry
EQ-1485,Motoniveladora,622.0,71.9,En espera,88.3,2024-07-14,20260405_172418,iot_telemetry
EQ-0470,Grúa,-1.0,1701.3,Falla crítica,97.4,2024-07-22,20260405_172418,iot_telemetry
EQ-0553,Retroexcavadora,732.4,3960.3,En espera,53.2,2024-12-13,20260405_172418,iot_telemetry
EQ-1404,Retroexcavadora,963.8,3350.4,Falla crítica,70.4,2024-05-10,20260405_172418,iot_telemetry
EQ-1996,Motoniveladora,1793.0,2897.3,En espera,78.9,2024-12-08,20260405_172418,iot_telemetry
EQ-1245,Excavadora,860.2,1842.2,Mantenimiento,103.7,2024-09-24,20260405_172418,iot_telemetry
EQ-1592,Pavimentadora,2191.1,1476.6,null,87.9,2024-10-06,20260405_172418,iot_telemetry
EQ-0576,Pavimentadora,277.8,4417.7,OPERATIVO,41.6,2024-10-22,20260405_172418,iot_telemetry
EQ-0145,Retroexcavadora,1154.7,5012.5,En espera,79.1,2024-05-31,20260405_172418,iot_telemetry
EQ-1639,Pavimentadora,1712.0,2117.7,En espera,69.8,2024-06-21,20260405_172418,iot_telemetry
EQ-0885,Rodillo,1852.8,2875.3,Operativo,69.4,2024-10-06,20260405_172418,iot_telemetry
